,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1526716097.77,3.590722580949404,0.1077713553407867,0.014980108085792762,0.025716224835971822,21.992359570630928,16.78983123965078
1526716097.82,3.297936299253637,0.11017006714215825,0.012978627310058827,0.024115279604572232,22.68262949145639,17.070563134856286
1526716097.87,3.0854451158822975,0.11076342512716732,0.013261838139468504,0.023607962835642527,22.772778866490263,16.994294171885432
1526716097.92,2.863331452650082,0.1110085773994794,0.010103397853645115,0.018413374892571478,22.628009067625392,16.98585520440308
1526716097.97,2.837452528215696,0.11088946551471833,0.013288952704810003,0.023306280611283016,22.04613383651002,16.301791453947445
1526716098.02,3.02112793130664,0.10637293133528403,0.01199452551185454,0.025422891922685202,22.845892978326834,16.233635506395178
1526716098.07,3.065249761988494,0.09928674708910683,0.01620619366712202,0.027704388622933614,23.929943696323175,15.430795693079746
1526716098.12,3.276166081207925,0.09322984956180537,0.016868221172283412,0.032116294123362435,24.47835373122699,14.790488878169203
1526716098.17,3.5334011755315453,0.08677101469338015,0.018953249228987015,0.035015421702570354,25.765233663942734,13.831926433099419
1526716098.22,3.419834100229099,0.08239297063178469,0.01974710559849252,0.03338711921432858,26.38185961714971,13.884285269526416
1526716098.27,3.5088891746922655,0.07844591240016295,0.01981757018947531,0.02917272264260747,26.50726114716621,13.757018314856094
1526716098.32,4.015116525222563,0.07995982139102095,0.01586542109102463,0.027655817285003714,25.050278924077926,15.113131740450367
1526716098.37,4.21923623552228,0.07648931349123055,0.01622738281883637,0.02553346938429709,25.042461290359654,16.06898175790885
1526716098.42,4.361858618467828,0.08065491398845023,0.01820055457329418,0.03283512889875824,24.691522009143508,17.806376113294288
1526716098.47,4.801994301707646,0.08175041291313483,0.014387488577133513,0.034251105719397386,22.809226399779043,17.54350270072458
1526716098.52,4.89511276463064,0.08669274237177699,0.019686845164009762,0.041997401191297856,20.98006410687468,17.99613152936039
1526716098.57,4.976601614910202,0.08376612010088913,0.022925126676157922,0.04604523602519406,20.43666173958675,18.13176036862911
1526716098.62,5.207472514266362,0.08903391048404019,0.023428436389008264,0.046925743533527915,19.018509240915026,19.171659038829844
1526716098.67,5.5094701192601905,0.08556939138732496,0.023736978250835983,0.045379100858910636,17.863754084494946,19.30732499510998
1526716098.72,5.528969783859842,0.08538523607135212,0.02602229924134474,0.04543390487626149,18.59400546342494,19.342177443539878
1526716098.77,5.478548786897526,0.08629192062828155,0.02401093920361209,0.041101789621872296,20.71987322665301,19.095639133848543
1526716098.82,5.121940092332926,0.09282390361541153,0.024433479116641725,0.04366713915563963,22.0417448035209,18.531060304128868
1526716098.87,4.679001025052434,0.10060978338805131,0.022472047386500747,0.0372445910949,22.910607753349996,17.410814999327993
1526716098.92,3.964358774020997,0.10841834384447543,0.01631602639112975,0.028112280655455506,22.077289735463577,17.14884295769141
1526716098.97,3.595968970668653,0.10996470474472353,0.015157009363062385,0.02435447081687253,21.35721593473857,17.976275104637036
1526716099.02,3.5659472506508387,0.10830024339562551,0.01926064870097826,0.0341058395885574,21.45345560984372,18.292038893304014
1526716099.07,3.6064920423382745,0.10448911008218525,0.01776615179947958,0.03228022424120507,21.669419961178047,18.849350422877016
1526716099.12,3.714595583854373,0.09588832235487724,0.016799115755961606,0.03265637173447414,22.3318037824892,19.16976148149524
1526716099.17,3.834562568102982,0.09036988767291006,0.02130364195631878,0.03910671213376964,24.454108782923264,18.955171347652815
1526716099.22,4.049058438150521,0.0878359779296383,0.024434038649285332,0.04181665394984358,26.061338662959223,19.501268798001362
1526716099.27,4.073878790406252,0.08248092528561911,0.01719691553646506,0.028246202621658025,26.455286019211705,19.18948017693742
1526716099.32,4.1633569180585255,0.08008096181666141,0.021302848132219217,0.02862860576160939,27.425621118814163,17.763924931394513
1526716099.37,4.1203188381928735,0.0806798888670939,0.024591020919434152,0.03071903829346112,26.89164146960757,16.77467390333464
1526716099.42,4.37902457621149,0.08003784933275765,0.024471919883792312,0.028214078802720945,26.15269739225668,15.995745897728249
1526716099.47,4.218493660500729,0.08033069556319426,0.02289088812641845,0.029742167092240545,26.08212551627404,15.023868285310003
1526716099.52,4.094039247813758,0.08294358846526877,0.023706002387965382,0.034959164070663504,25.079992179220383,15.109747311616488
1526716099.57,4.119467538599417,0.08289814647906295,0.017202488521133482,0.03031176056493877,23.37236283678567,15.805366503467836
1526716099.62,4.346265700874231,0.0813551128731652,0.015649030690604263,0.029444818230640504,23.605209502649,16.160477779981203
1526716099.67,4.200663528373474,0.08146495088073628,0.016985591854457166,0.032097163958028675,24.397085635370793,17.682579222051807
1526716099.72,4.102212943249499,0.0813638011745769,0.01421494940698155,0.028148387969995962,24.02015439988503,17.92586262686442
1526716099.77,4.138599245654329,0.08130238572334711,0.01803846812418171,0.03231651419662651,24.59807542719037,18.833150384720906
1526716099.82,4.246385756651953,0.07925767303158422,0.016946996084595427,0.03154064378786864,24.74904138942799,19.44519865044436
1526716099.87,4.023317200201759,0.07814960686804258,0.016771123626472834,0.03344422633883044,24.09018834493808,19.303461082889005
1526716099.92,4.1060524399228,0.07757870109579841,0.012934778568066168,0.027338598764705062,22.48031439724391,17.564319173491015
1526716099.97,4.272856087718846,0.07900896144259023,0.019498920418710267,0.04810128352727801,21.854397804530333,16.97712553408582
1526716100.02,4.3498635112297,0.08191370701154821,0.027733377225403588,0.05707912894923327,20.504500665522624,16.384482458264458
1526716100.07,4.304038481962946,0.08976467500920511,0.040500030540583265,0.06985547147056925,21.583809291635376,16.726294663750593
1526716100.12,4.160857035578214,0.10029625880285847,0.05984798656321243,0.13325097418400644,22.476577748139736,16.87163932284867
1526716100.17,3.736724436330371,0.10475427402530482,0.09309420169950737,0.18134070678994405,22.852447676021562,17.951655924909765
1526716100.22,3.401313854004083,0.10580619951516951,0.13897158305701204,0.23505131723923198,24.205313001837606,18.29065337520337
1526716100.27,2.906704630191826,0.10983056974523406,0.1850291318895304,0.3036008732608769,25.086282855563223,17.67228040604504
1526716100.32,2.5920102666000244,0.10518397553561713,0.23113576749097714,0.35965608378655406,23.411809226290814,16.410199945097823
1526716100.37,2.2991204742303317,0.10290184573812196,0.2780400034562974,0.38286081913983855,22.93775100781351,16.328880458967973
1526716100.42,2.4668693098205483,0.1021642643677742,0.31881884239696806,0.4380943788787477,22.910362297379226,15.782426989761843
1526716100.47,2.0064433620925,0.1085271559876774,0.3480094108867457,0.47493049828956635,22.15326105747211,15.418127049110778
1526716100.52,1.912367238545995,0.1096861229030423,0.37773775703906515,0.5055561067355024,22.74945869307879,14.973220233495985
1526716100.57,1.7250151444795716,0.11703765071006679,0.41615492518943065,0.5690262517079488,23.144245825067625,14.953087296710894
1526716100.62,1.6839731770456006,0.11638123510997227,0.4443888703913903,0.6059623612433959,21.614937155678795,15.331728807743907
1526716100.67,1.254902592024425,0.11584463396936504,0.45120062981172165,0.6171815010908562,21.79008908043871,15.45827657174222
1526716100.72,1.6624074217376619,0.11647254782729391,0.4421337243130444,0.607927084813012,20.363660355948298,16.65218966823875
1526716100.77,1.6912992341519606,0.12196702789618465,0.4230900965021617,0.5921144558702113,18.248087183544126,16.909190703304223
1526716100.82,1.5235684389957789,0.11964160543224243,0.392728921265918,0.5453788943616312,17.38893929576253,16.95465962102803
1526716100.87,1.6845054625274305,0.12201234071088647,0.3445002292160518,0.4856480963029807,18.075246601875424,16.87134901237449
1526716100.92,1.613101498329077,0.13109094050892103,0.2973619455199306,0.4162507273404757,17.95999411319298,18.010190337639596
1526716100.97,1.3329547295472561,0.1301370047797764,0.2531839105512209,0.3504711485732105,20.42216650943093,17.05955349933075
1526716101.02,1.481947733734887,0.1256563461717648,0.19770320733710348,0.2880768250594957,21.638102962681863,16.931453302807125
1526716101.07,1.4351245626948508,0.1330490755169048,0.1387501115354938,0.21670701635360737,23.070873681992026,17.700237643301286
1526716101.12,1.2751647126562753,0.12925619020995838,0.09423502230533992,0.15636922673129694,24.781335494842338,17.82618461939979
1526716101.17,1.4999113749619606,0.12822539433637484,0.061883207166545245,0.11902564093079282,24.96069305382526,16.143901358957798
1526716101.22,1.5112115099822487,0.13447948069655485,0.036958497254449794,0.09679362047359666,23.50848978306418,15.785468677063662
1526716101.27,1.424419867229959,0.13694840495920546,0.027849622460188572,0.0776058017945525,22.198724232714792,15.430532347536792
