,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0
1526716027.74,-0.043199982643127445,0.11430000025779011,-0.08319999694824218,0.008900000154972078,0.013039999604225158,0.007280000001192093
1526716027.76,-0.03219998836517334,0.1302999993041158,-0.08400001525878907,0.009120000153779983,0.013099999725818634,0.007719999998807908
1526716027.78,-0.025599989891052246,0.12209999758750201,-0.09360000610351563,0.009100000113248826,0.013139999806880952,0.008260000050067903
1526716027.8,-0.053799986839294434,0.11189999777823686,-0.10199996948242188,0.009420000165700913,0.013240000009536743,0.008660000115633011
1526716027.82,-0.06039998531341553,0.11829999644309283,-0.11159996032714845,0.009580000191926957,0.013240000009536743,0.008420000225305558
1526716027.84,-0.055399985313415535,0.11429999548941851,-0.1117999267578125,0.009580000191926957,0.01335999995470047,0.008480000197887421
1526716027.86,-0.06419998645782471,0.09349999625235797,-0.11639991760253907,0.009580000191926957,0.013440000116825104,0.008460000157356262
1526716027.88,-0.048999981880188,0.08729999739676715,-0.11299995422363282,0.009600000232458116,0.013540000021457672,0.008360000103712082
1526716027.9,-0.025399975776672367,0.0886999984458089,-0.11739997863769533,0.009660000205039978,0.013459999859333039,0.007920000106096269
1526716027.92,-0.017399983406066896,0.08269999939948322,-0.12139999389648438,0.009480000138282776,0.01343999981880188,0.008240000009536744
1526716027.94,-0.026199994087219243,0.09950000006705524,-0.12980003356933595,0.009580000042915345,0.013219999969005584,0.00780000001192093
1526716027.96,-0.026399989128112793,0.13049999911338092,-0.12580001831054688,0.009399999976158143,0.013039999902248384,0.007199999988079072
1526716027.98,-0.030799994468688967,0.1474999972060323,-0.12919998168945312,0.009479999989271164,0.012820000052452088,0.006940000057220459
1526716028.0,-0.021200003623962408,0.15069999653846028,-0.12000000000000001,0.009299999922513963,0.012840000092983247,0.007039999961853028
1526716028.02,-0.0287999963760376,0.11289999682456256,-0.12000000000000001,0.00934000000357628,0.012900000214576721,0.0071600000560283665
1526716028.04,-0.05199999332427979,0.068699997253716,-0.12259994506835939,0.009259999990463258,0.013140000104904176,0.007860000133514405
1526716028.06,-0.04999999523162842,0.031099997349083426,-0.13739997863769532,0.009259999990463258,0.013199999928474426,0.008480000197887421
1526716028.08,-0.07059999942779542,0.006699999161064631,-0.1370000457763672,0.009099999964237214,0.013379999995231628,0.009080000072717668
1526716028.1,-0.09779999256134034,-0.008500000648200506,-0.15300003051757813,0.009319999963045122,0.013580000102519989,0.009400000125169755
1526716028.12,-0.10359999179840088,0.007499998398125178,-0.20000003814697268,0.009839999824762346,0.013720000088214874,0.00916000008583069
1526716028.14,-0.09359999179840088,0.034099998064339165,-0.24020008087158204,0.010319999903440477,0.01386000007390976,0.008340000063180924
1526716028.16,-0.07959998607635499,0.0292999978736043,-0.25160007476806645,0.010639999955892564,0.013900000154972076,0.008200000077486039
1526716028.18,-0.0723999834060669,0.030499996729195122,-0.2506000137329102,0.01075999990105629,0.013779999911785126,0.007940000146627426
1526716028.2,-0.07079998493194581,0.029699997492134575,-0.24439998626708986,0.010539999902248383,0.01341999977827072,0.0078200002014637
1526716028.22,-0.06499998569488526,0.013299997635185724,-0.19220001220703128,0.010139999985694887,0.013139999806880952,0.008240000158548356
1526716028.24,-0.05659998416900636,0.0012999971583485652,-0.1394000244140625,0.009539999961853028,0.012839999794960024,0.00888000011444092
1526716028.26,-0.07119998455047608,0.007299998588860039,-0.11080001831054687,0.009159999936819077,0.012899999916553497,0.00934000000357628
1526716028.28,-0.07719998836517335,0.002899999208748345,-0.123800048828125,0.008980000019073488,0.012919999957084656,0.00972000002861023
1526716028.3,-0.07879998683929444,0.008499998636543755,-0.12500007629394533,0.009020000100135804,0.01290000006556511,0.00989999994635582
1526716028.32,-0.0957999849319458,0.046099999733269226,-0.12720008850097655,0.00896000012755394,0.01290000006556511,0.009539999961853028
1526716028.34,-0.09119999408721925,0.06890000183135273,-0.13240005493164062,0.008920000195503236,0.01288000002503395,0.009399999976158143
1526716028.36,-0.07800000667572023,0.09970000106841327,-0.1408000183105469,0.00888000026345253,0.012719999998807909,0.008819999992847443
1526716028.38,-0.08059999942779542,0.14289999920874835,-0.13239997863769531,0.009020000249147415,0.012780000120401383,0.007879999950528146
1526716028.4,-0.06760000705718995,0.1620999999716878,-0.13279998779296875,0.009020000249147415,0.0130799999833107,0.007779999896883965
1526716028.42,-0.04460001468658448,0.15089999873191118,-0.153599967956543,0.0091600002348423,0.013240000009536743,0.007659999951720238
1526716028.44,-0.04600000858306885,0.12529999691993,-0.1705999755859375,0.009480000138282776,0.013260000050067902,0.007519999966025353
