,"tactile_static_data.left.std.clip(ret/60.0, -1, 1).max()",robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1526716327.68,0.44569007144156436,0.2097163585483332,0.480770020286541,0.0006999921798706045,0.17089999753981833,-0.0866999816894534,0.011340000182390213,0.014579999446868898,0.005060000009834766,0.03300005268735434,0.02011411165319399,0.006203747035312561,0.005959374593344736,0.0005761800662827705,0.005510466344531997,-0.008239447487665825,0.0004953141164719002
1526716327.78,0.4573812743300201,0.21173669066682954,0.4703548603891973,0.015899996757507324,0.18269999820739036,-0.055899963378906535,0.011060000061988831,0.01439999967813492,0.004519999995827676,0.04593902334721373,0.0290444865816103,0.009865031628931938,0.00110765684681168,0.00255312704864456,0.0015797995862370422,-0.015240772697567694,-0.003636572049925306
1526716327.88,0.4715022625252631,0.20018037031750213,0.45179838008405937,0.02349999904632568,0.1762999995425344,-0.008099899291992476,0.010520000010728836,0.013839999884366991,0.004519999995827676,0.04611355938351667,0.03019538041486474,0.01026490800939043,-0.004700050000280759,0.004823200269405058,-0.0017988986635612539,-0.016868445977581505,-0.01104628139271031
1526716327.98,0.46519632853162135,0.1930823939139753,0.4477126202105315,0.01570000171661376,0.15329999942332512,0.007300109863280961,0.010400000065565108,0.013739999979734421,0.004460000023245812,0.046681266338137045,0.03272284249495838,0.007455320025254809,-0.007828831580626347,0.0035100318099991756,0.0003871707188844928,-0.010991192464313859,-0.016285884777163872
1526716328.08,0.4798710525935917,0.1735517545484781,0.45655724974941025,0.002100014686584469,0.14090000171214348,0.03210006713867159,0.010380000025033951,0.013999999910593034,0.005240000002086163,0.048518940818814256,0.03499374627787929,0.0026805426942895284,-0.005982772235764695,0.002327425629214417,0.00019645528685889092,-0.0009970261924414497,-0.013643619351099418
1526716328.18,0.4670758314380723,0.1723821090503261,0.46332398929836005,-0.031899991035461435,0.12490000028163199,0.02530006408691378,0.010699999928474428,0.013980000168085099,0.005559999905526638,0.05091928124619232,0.03789931396399229,0.006237863780234209,-0.00777081451976077,0.0047663541101324635,-0.0015278023749731137,-0.010375905360230999,-0.016674702398432294
1526716328.28,0.4704452051667903,0.15285058968358461,0.4654821949646913,-0.06090000629425049,0.10029999990016226,0.022700119018554402,0.01068000003695488,0.013960000127553942,0.0060999999195337305,0.03642337862023091,0.027178598621340623,0.0019879716244874507,-0.004886702825366761,0.0010647764285193434,0.002936323308509915,-0.0016306144805094621,-0.012051446071772333
1526716328.38,0.46467779268141424,0.19445948933454468,0.47753210969542736,-0.0839000177383423,0.1411000015214086,-0.02069992065429716,0.01098000004887581,0.014379999935626985,0.006059999912977219,0.035622978593698326,0.026863863000069203,-0.0039978989901515265,-0.0029616721881483388,-0.004003897372259578,0.004993235431126168,0.007464613731659658,-0.007383544489650048
1526716328.48,0.4826668775002377,0.20216226577123786,0.4724604228916342,-0.05510001659393311,0.16770000059157616,-0.04449996948242216,0.011079999953508377,0.014280000030994416,0.005419999957084656,0.031584829653761776,0.025855697234663494,-0.0025530784155572226,-0.0017412831882972614,-0.002585620139611136,0.0032253898783843457,0.0018663755703320134,-0.006913430572650274
1526716328.58,0.4792454363067869,0.2220448478756567,0.470158677652609,-0.08190001964569092,0.1769000013545156,-0.07569992065429716,0.010960000008344649,0.014140000045299531,0.005659999921917916,0.028264147603413732,0.022829653849609235,0.0015397551754059396,-0.003566356003256366,-0.00027582896176332,0.0014749233673298258,-0.008073861990544233,-0.007996460610139889
