,"tactile_static_data.left.std.clip(ret/60.0, -1, 1).max()",robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1525874052.58,1.0,0.343462013904,0.623653509859,0.103600006104,0.223800003529,0.219100074768,-0.0215399998426,0.0118600000441,0.00396000005305,0.0580327712456,0.0501632249085,0.0141697072992,0.00378611435321,0.0108683532686,0.0076062128439,-0.0254427515807,-0.0229904270473
1525874052.68,1.0,0.325554359162,0.59326391434,0.0680000114441,0.184000003338,0.222300071716,-0.0204399996996,0.0113600000739,0.00372000001371,0.0529003995341,0.0477405529771,0.00649622549746,0.00363565720288,0.00790431829709,0.00934198448121,-0.0100646584492,-0.0240708130686
1525874052.78,1.0,0.314890525792,0.562461956404,0.0260000133514,0.179400002956,0.225500068665,-0.0187399998307,0.0114200000465,0.00424000002444,0.0397228408755,0.0394201692611,0.00122503815289,0.000436440002995,0.00546032161095,0.00592879901595,-0.000735854471378,-0.0242067085097
1525874052.88,1.0,0.290320367266,0.536723665491,-0.0161999893188,0.15120000124,0.229100074768,-0.0174599999189,0.0112600000203,0.00463999994099,0.0457179027408,0.0301782281535,-0.000659433381493,0.00583375905089,0.0049365856963,0.0102716484856,0.00148728187263,-0.00939488474413
1525874052.98,1.0,0.292626953056,0.505208867237,-0.0187999916077,0.158599998951,0.223900108337,-0.015759999752,0.0115200001001,0.00477999992669,0.0341526766962,0.0272966481529,-0.00794480599189,0.0041513678148,0.000600298333777,0.00318434362574,0.0157188762442,-0.00224725503461
1525874053.08,1.0,0.294472018436,0.518826298063,-0.00959999084473,0.168799993992,0.216900062561,-0.0161999997497,0.0119000001252,0.00457999993116,0.0467824510895,0.0331483506182,-0.00249248230091,0.00795518511998,0.00443065262972,0.0065559270903,0.00449307581698,0.0038654882789
1525874053.18,1.0,0.304236711609,0.525148251868,0.00380001068115,0.192399990559,0.221700019836,-0.0165199998021,0.0119000001252,0.0045399999246,0.0462024436475,0.0312069834824,0.00265167969753,0.00726179385737,0.00749776113385,0.00260119524597,-0.00682951591888,0.00561196831699
1525874053.28,1.0,0.32185887195,0.517736104272,0.0320000076294,0.203999989033,0.231300010681,-0.0161999997497,0.0119800001383,0.00381999991834,0.0437437168415,0.0289435366313,0.00118191593006,0.00862538217929,0.0069064194862,0.000456555330168,-0.00412397760481,0.0103467805347
1525874053.38,1.0,0.324737942375,0.492654623512,0.00860000610352,0.211199986935,0.224900016785,-0.0152999997139,0.0117600001395,0.00309999994934,0.0403097308458,0.0296682271326,0.00147512764017,0.00255283382204,0.00538322062608,-0.00532584606271,-0.00350732411907,0.00981464007333
1525874053.48,1.0,0.298419274406,0.468584256801,0.0170000076294,0.182799990177,0.214299964905,-0.0145999997854,0.0112600000203,0.00247999995947,0.0403085343592,0.0246659888447,0.00446997402388,0.000410273071798,0.00610250200991,-0.00152894247488,-0.0087328290551,0.00313689497904
1525874053.58,1.0,0.268834522757,0.425399924966,0.0252000141144,0.142799994946,0.206899986267,-0.0128599998355,0.0107000000775,0.00259999994189,0.0296159073636,0.0186482554963,0.00173182850425,-0.00468146638043,0.00454136881258,-0.00522184527228,-0.00316983827411,0.000735604774364
1525874053.68,1.0,0.274340196864,0.412265310588,0.0626000022888,0.129799997807,0.201300010681,-0.0121799999475,0.0107400000095,0.00256000000983,0.0281964185486,0.015747372719,-0.00069971068066,-0.00756619473948,0.00177054575146,-0.00606133186711,0.00247159138884,-0.00138087279212
1525874053.78,1.0,0.26927698373,0.423902619478,0.0652000045776,0.12840000391,0.193500022888,-0.0127000001073,0.0107999999821,0.0029999999702,0.0398766512437,0.0231208872286,-0.0040305720573,-0.0116479155451,0.000334399820546,-0.00836806840968,0.00998332830939,-0.00399498804077
1525874053.88,1.0,0.294909167148,0.442957589658,0.127400007248,0.152200005054,0.203100013733,-0.0135000002384,0.0110799999535,0.00287999998778,0.0719360336415,0.0535119933147,-0.0176345427915,-0.0127204187489,0.00312669945797,-0.0137911322969,0.0403552013074,-0.0027545083388
1525874053.98,1.0,0.376038591115,0.393582933722,0.139600000381,0.144200007915,0.294500007629,-0.0114600002393,0.00998000003397,0.00312000002712,0.119327922333,0.0883481886324,-0.035653190982,-0.0183367854844,0.0119886412021,-0.0302790385331,0.0741500252176,-0.00130357639592
1525874054.08,1.0,0.474357098501,0.348968786318,0.164199991226,0.173800003529,0.385099983215,-0.00868000028655,0.00960000000894,0.00306000005454,0.156567838077,0.104966822804,-0.0431399424589,-0.022992436857,0.0252533312896,-0.0393989607576,0.0910364033441,0.00677540454021
1525874054.18,1.0,0.553106709714,0.326740170231,0.14779999733,0.167000000477,0.478699989319,-0.00460000021383,0.00948000006378,0.00322000000626,0.187656691107,0.114435909493,-0.0420083612789,-0.0233434998774,0.0407151199015,-0.035502095959,0.089963166245,-0.00237908798302
1525874054.28,1.0,0.606438707838,0.324253496191,0.167399997711,0.0973999977112,0.550499992371,0.000519999880344,0.0097000002116,0.00276000004262,0.217119230681,0.130304728521,-0.0283901987787,-0.015307875768,0.0555303894054,-0.0295790747976,0.0576443598712,0.00642459559475
1525874054.38,1.0,0.661037446261,0.283190399824,0.164599990845,0.0659999990463,0.626700019836,0.00423999996856,0.00886000029743,0.00344000004232,0.234380722048,0.102823613447,-0.0108835357075,-0.0128503226446,0.0762321566234,-0.0280346554328,0.0221232597844,0.000354846271864
1525874054.48,1.0,0.69433088227,0.292704994992,0.161599998474,0.015799998045,0.660500068665,0.00503999998793,0.0092000002414,0.00355999998748,0.226645546908,0.0767527057531,0.00537102559977,0.000419164013879,0.0837878621535,-0.00376697589978,-0.00734040965722,-0.00513315413532
1525874054.58,1.0,0.672396909161,0.268886873941,0.123000001907,-0.0156000006199,0.649500083923,0.00523999999277,0.00816000021994,0.00355999998748,0.239739615757,0.0645467489393,0.0143035875283,0.0144196325454,0.0894091042665,0.0139874723262,-0.0238868642006,-0.0126358768417
1525874054.68,1.0,0.640049871072,0.238974819277,0.0668000030518,-0.0449999988079,0.611900062561,0.00455999995582,0.00708000019193,0.00347999997437,0.243011954546,0.0584981842948,0.0163037991919,0.0217783360878,0.0900270720574,0.00797105719432,-0.0274176856485,0.00175545782008
1525874054.78,1.0,0.652592186525,0.237313103698,0.0122000026703,-0.0565999996662,0.629900016785,0.00129999998026,0.00771999999881,0.00413999997079,0.232412002584,0.0390048507027,0.00848889487996,0.0224655895272,0.0881898858895,0.0105877347668,-0.00577117986411,-0.00588840339945
1525874054.88,1.0,0.659646243701,0.225353803922,0.010400018692,-0.0894000017643,0.636700019836,-2.00000125915e-05,0.00766000002623,0.00361999996006,0.212594054191,0.0427734846198,0.00337265741915,0.022517686524,0.0800623784154,0.0126172954831,0.00299503915668,-0.00921401364309
1525874054.98,1.0,0.634108997567,0.249455782039,-0.01359998703,-0.094200001955,0.611499977112,0.000920000029728,0.00828000001609,0.00372000001371,0.207850792205,0.0403031588863,0.00731228756638,0.0150502865327,0.0787292175299,0.000480015166675,-0.00791784011686,-0.00660885390248
1525874055.08,1.0,0.637061039561,0.298518521621,-0.0111999797821,-0.114600001574,0.61530002594,0.00245999999344,0.00965999998152,0.00431999996305,0.209272302127,0.0367452344817,0.00384155670771,0.00969277369906,0.0808794970498,-0.0105268267301,-0.00418113786345,-0.00709709652847
1525874055.18,1.0,0.671858541559,0.320481714737,0.0442000198364,-0.0712000024319,0.654300041199,0.00188000002876,0.0109399999678,0.0039999999851,0.219029185172,0.0351114535363,0.00119182865756,0.00230849659396,0.0855650805311,-0.00833856849085,-0.00116827062765,-0.00584908663475
1525874055.28,1.0,0.66196948312,0.28919685798,0.0386000156403,-0.0356000030041,0.647300071716,0.00154000001028,0.0095000000298,0.0036799999699,0.222626339825,0.0420261436726,0.00043329431675,0.000142353178418,0.0877174041759,-0.00130542257146,-0.00162194825435,-0.00436129408218
1525874055.38,1.0,0.601779038202,0.304925996024,-0.00519999504089,-0.0396000015736,0.588100013733,0.00313999997452,0.00987999990582,0.0036799999699,0.237047148996,0.03889291456,0.00634332447367,0.000935367274406,0.0935923754238,0.00287775311591,-0.0157578196442,0.00952912082497
1525874055.48,1.0,0.601324894032,0.303115265641,0.000600004196167,-0.0304000020027,0.589500007629,0.00308000000194,0.0100199998915,0.00297999994829,0.237564861939,0.0437679510832,0.000287042885584,0.00630552625711,0.0934636665228,0.00752074150084,-0.0029790184825,0.0255358379338
1525874055.58,1.0,0.623469745546,0.27869296596,0.00340000152588,-0.0425999999046,0.610699958801,0.00238000007346,0.00929999992251,0.00277999999002,0.211914332327,0.0516470308854,0.00124031860534,0.0102986227931,0.0813105795076,0.0201273681533,-0.00784059929961,0.031506755522
1525874055.68,1.0,0.603932574095,0.251912593887,-0.035999994278,-0.0775999999046,0.592499961853,0.00216000006534,0.00799999989569,0.00312000000849,0.198767559819,0.0568597007216,0.00468685342152,0.0136043076567,0.0757384816502,0.0282317316849,-0.0107483524669,0.0231883701101
1525874055.78,1.0,0.573724389069,0.278251398864,-0.0405999946594,-0.141999999285,0.53889995575,0.00562000007369,0.008579999879,0.00264000002295,0.199892632695,0.051412902253,0.00628428974908,0.00811669166214,0.0759074231067,0.0142740956436,-0.0109182002918,0.0157659742306
1525874055.88,1.0,0.617140042955,0.278749547476,-0.0175999927521,-0.134999998808,0.585099983215,0.00366000012495,0.00861999996006,0.00304000001401,0.164558151888,0.0456774437085,0.00373924450943,0.00859553912553,0.0619587764234,0.0180503631683,-0.0058751211057,0.00965747523898
1525874055.98,1.0,0.556300936772,0.301904158743,-0.0607999897003,-0.115400000811,0.516499977112,0.004420000026,0.00920000009239,0.00312000000849,0.126621124064,0.0360387650024,0.00807471316351,0.00548899073189,0.0465357966478,0.0205792486954,-0.0134713001944,-0.000842519107333
1525874056.08,1.0,0.482185962612,0.348931612711,-0.0457999897003,-0.102000004053,0.441700019836,0.00697999984957,0.00936000011861,0.0026600000076,0.101064141506,0.0319189161918,0.0103800565324,-0.000668047313278,0.0356449051983,0.0172107801189,-0.0134075339983,-0.0135535872954
