,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1526716635.37,2.5285198024221223,0.1746392010640442,0.018621361829495545,0.037516716551227874,15.60805902235696,14.37940777137379
1526716635.42,2.321650684592605,0.17616476008517398,0.017696587146924254,0.033863553089752294,14.519588505071436,15.150528856337038
1526716635.47,2.380536782001442,0.18028256348392863,0.016441738638649957,0.03047196067570723,13.373181147504937,16.293261740341517
1526716635.52,2.3720556048461283,0.18500592089518675,0.016481223008997497,0.02993574191368648,13.26475236752673,16.49233932898759
1526716635.57,2.4757119323500767,0.19014086247745754,0.015294590826909185,0.02806322771568779,13.932975530302167,15.516529620736375
1526716635.62,2.2198510735510837,0.19372107220879398,0.015795510998608674,0.027857771495564915,13.956313219562128,14.857211344689908
1526716635.67,2.3467967173744273,0.19313898481491426,0.014407387530982895,0.02652357670170851,15.521085663841417,14.698825961300065
1526716635.72,2.1875892431976043,0.19084057937822368,0.014283870720801272,0.025421312551619484,15.976151781887038,13.23686254709191
1526716635.77,1.9853862893081402,0.18532164973754855,0.01108664090208588,0.01882922593584697,16.563677232816527,13.685440059818893
1526716635.82,1.6593441105719278,0.17968966802152891,0.012326981839475787,0.022337442973191343,16.572690043815108,13.353652776433767
1526716635.87,1.7495156014726405,0.17752460501905412,0.011980693202898567,0.022982502555831858,16.9730792194029,13.82687590361559
1526716635.92,1.4832562520110144,0.17746504215446182,0.013061920834650914,0.023984845271835822,17.86206931441777,13.615196134067029
1526716635.97,1.2300415003768899,0.17680317526618108,0.012344828367816144,0.022714584483594185,18.135144862814293,14.355976804663229
1526716636.02,1.218854010285648,0.17827984499845112,0.01574507476717778,0.029899958427057952,18.64697990819507,13.878241981064539
1526716636.07,1.212684046070457,0.17814922869624766,0.016522289032454184,0.027886781445564123,20.273667595598962,15.000470466150333
1526716636.12,1.0920763344717113,0.1773889193351744,0.015870304164580573,0.023512510614380863,21.30913354426356,14.62280570950445
1526716636.17,1.2315796319076469,0.17636249415132502,0.015045118892778622,0.022913080426724103,20.4975354649595,14.454628865557268
1526716636.22,1.2076228496865957,0.17258635995758861,0.017300298266237482,0.026290027145696355,20.29162277095806,13.781581412787226
1526716636.27,1.2116468437741754,0.17121997823492802,0.017306403683034387,0.023318091215076813,20.146489220526547,13.15940170456843
1526716636.32,1.104317139808245,0.16900849945778265,0.016931674756464225,0.024647926570106077,20.11024917325154,12.870055556060423
1526716636.37,0.9831933578913782,0.16757927806971545,0.015288989509256154,0.024642878094272378,19.013697741538973,12.192266606435767
1526716636.42,1.0202321732193638,0.16666395656499755,0.014681403016758677,0.021852751050725722,18.107225495058934,13.010759105891628
1526716636.47,1.1242105903722843,0.16851736696281755,0.013763108948315258,0.021994225361151955,17.26281227316803,13.737623141764884
1526716636.52,1.0304443862368533,0.1680758304567106,0.011527645943668405,0.02281784243051719,15.774586504490813,14.541293814211512
1526716636.57,1.4205820878260367,0.17358038618262855,0.010840363997207154,0.02289167819289961,13.80624106214623,14.024598814247748
1526716636.62,1.886820715160957,0.1772794940325657,0.010308955579441049,0.02235429534277144,13.306097066137719,14.860405991923981
1526716636.67,1.6813772456923397,0.17708989802725095,0.012632495813693464,0.026698102914149726,15.24846556102751,14.551094580483433
1526716636.72,1.8230020457299445,0.17715407218845844,0.013641607009555586,0.026529782495152848,16.333813691479044,14.540245442128365
1526716636.77,1.9868850773388276,0.17546971610485218,0.014107566767313685,0.023152069932453046,16.884861411032105,14.495648149606087
1526716636.82,2.007374287507115,0.17700429691360722,0.01476918530577136,0.023472601392897346,17.39695946814571,16.09797086637695
1526716636.87,1.623007677272999,0.1734403920992237,0.01576689619272203,0.026083715624970544,17.361277400491186,16.709512167144897
1526716636.92,1.9460502962546342,0.17441257319353,0.015092138328836128,0.027318455757720992,15.4469006604501,17.22807804459642
1526716636.97,2.1040069911625743,0.17373262776488924,0.014441670280440935,0.028380586098338857,15.502522491213487,17.570031823350664
1526716637.02,2.133934771001811,0.17268140821995714,0.024732969203856325,0.05366743129372079,15.948670955355965,17.749240652256088
1526716637.07,1.9387568804663775,0.1666683291725678,0.027411113031330564,0.06163714775244155,15.884835119592374,16.573831651437278
1526716637.12,2.0425445730482186,0.1664424918737382,0.03297963992437606,0.07168449553878024,16.79703788156876,16.057081193792442
1526716637.17,1.897069713765796,0.16685456442087557,0.032363550757274796,0.06886100667598118,17.357542555723047,15.742665596665187
1526716637.22,1.8686985023223417,0.17063087052182355,0.03370491333028021,0.07100829823830661,16.832687109323768,15.523595271028503
1526716637.27,1.8941111072758559,0.1747799772131709,0.024516199106554306,0.050549927064494946,16.959135271449806,15.259509327386983
1526716637.32,2.168903604906774,0.17960297521183358,0.02650047118790061,0.0552332896833532,16.949828635419877,15.452315323998496
1526716637.37,2.1134296905448,0.17904131087963818,0.023060969734354814,0.04892301526415025,16.363420679203767,15.607131890186864
1526716637.42,2.0088874088237665,0.1773452544358297,0.022063441740507662,0.04845202220937327,16.33450210020687,15.455129141446099
1526716637.47,1.7734044005644705,0.16998492384444366,0.022014563254231387,0.048332597409246426,16.999603024462605,15.621395731050324
1526716637.52,1.5092570141324522,0.16930704571744815,0.020110887624319545,0.04525722115527634,16.80180312362191,15.432243340617646
1526716637.57,1.275028751949302,0.16559260811146043,0.015035225169896395,0.034337660061734346,17.24227168308639,15.089855680443582
1526716637.62,1.1494921369874305,0.1657766809910168,0.01488118490851118,0.03364267082319118,17.71275457365459,15.297272670571655
1526716637.67,1.1771283415562543,0.16660982545533246,0.016394428159566383,0.051588172482849304,18.847186477904227,15.096784375478885
1526716637.72,1.2035503089306103,0.16767837256116902,0.016605544923751853,0.08757397200783906,18.820010721214047,14.642572746405966
