,baxter_enpoint_pose.pose.position.x,baxter_enpoint_pose.pose.position.y,baxter_enpoint_pose.pose.position.z,baxter_enpoint_pose.pose.orientation.x,baxter_enpoint_pose.pose.orientation.y,baxter_enpoint_pose.pose.orientation.z,baxter_enpoint_pose.pose.orientation.w
1529057173.65,0.47891306011285767,-0.3742466485834134,0.12432778170922908,0.9885205271317228,-0.149643257454781,-0.015500679402942441,-0.013915197574906103
1529057173.7,0.4788349980407502,-0.3741557004598586,0.12428075073139165,0.9885149164616851,-0.14966317480670596,-0.01560494001223473,-0.013977215007842275
1529057173.75,0.4788609650303838,-0.3741887247209668,0.12428069148597212,0.9885302695572651,-0.14956890290874225,-0.015568702403737193,-0.013941647712311525
1529057173.8,0.4789261596463659,-0.37425016108675335,0.12426164818732292,0.9885159099742401,-0.1496630362881329,-0.015508527651408465,-0.014015642282901688
1529057173.85,0.47881734246819196,-0.3743155303038956,0.12421594345966529,0.988493653421011,-0.14979866180377938,-0.015575301088673712,-0.014061788558157826
1529057173.9,0.4786798051850855,-0.3743262145268985,0.124211855699896,0.9884894131326436,-0.14981759421038324,-0.01570178161944264,-0.014017641874572601
1529057173.95,0.47873346667699235,-0.37445581535729416,0.12423661422680259,0.9884975316727339,-0.14977842017873075,-0.015627878076232886,-0.013949721853988267
1529057174.0,0.47866561606258345,-0.37440426585489367,0.12421710999225201,0.988491876261412,-0.14979367947128933,-0.015756907266874804,-0.014044354158253057
1529057174.05,0.47870998486211314,-0.37431321028643977,0.12419277162121312,0.9885126316036092,-0.14966365162683662,-0.01572451224776359,-0.014003175482106969
1529057174.1,0.4786880623990931,-0.37430451172069296,0.124167520812238,0.988515105575988,-0.14964471374572935,-0.01576101372607893,-0.013989783146751563
1529057174.15,0.47870328346016355,-0.3742785063118535,0.1241228264406924,0.9884969820272748,-0.1497632697040572,-0.015714337308294562,-0.01405285568086608
1529057174.2,0.47878591184062136,-0.3742873513242894,0.12414764022008258,0.9884808249568892,-0.14987839275352932,-0.015602248068712105,-0.01408726867128662
1529057174.25,0.47875025801761156,-0.37442023585396705,0.1241425435434241,0.9884829868976686,-0.1498805586405466,-0.015586930068112811,-0.013926967834371707
1529057174.3,0.4787276972075812,-0.3745055613856904,0.12423748084520664,0.9884487513846537,-0.15010277008400771,-0.015594650348936142,-0.013958295422007501
1529057174.35,0.4787924581414856,-0.3745282060152169,0.12428639111050946,0.9884471534927607,-0.15012020538828988,-0.015521257129348756,-0.013967567625734464
1529057174.4,0.478755643538996,-0.37453273017114885,0.12428685672929457,0.9884551493654957,-0.15006039364502868,-0.015591572190236748,-0.013964353078295029
1529057174.45,0.4786420859874045,-0.37448066169261085,0.12425712282114589,0.9884769026800634,-0.14990941597937624,-0.015717723845433355,-0.013901321231147856
1529057174.5,0.47862695599294225,-0.3743225949792737,0.12418612314153367,0.9884828077514265,-0.14985717583882244,-0.01574184629143167,-0.014017944479948169
1529057174.55,0.47856673306565956,-0.3742641933924803,0.12418008518092806,0.9885084280086209,-0.14968802923831814,-0.01579655972945545,-0.013960615793505483
1529057174.6,0.4785293501494722,-0.37412733310146923,0.12413075281658784,0.9885067073576715,-0.14968972114158133,-0.015871528366446227,-0.013978811003275988
1529057174.65,0.47856860451616806,-0.3740853259950401,0.12417499035534348,0.9885282961921831,-0.1495551587366007,-0.015848956039110722,-0.013917593065930926
1529057174.7,0.47868169694789336,-0.37404712475816493,0.12422641636692668,0.9885120195461767,-0.14966568339763917,-0.015766279147550057,-0.01397915522307466
1529057174.75,0.4787172710971631,-0.3741134400213385,0.12425531962604378,0.9884980310362006,-0.14975398434403164,-0.015787234420373716,-0.013998602493885468
1529057174.8,0.47869491726014574,-0.37416455179491487,0.12423243007035281,0.9884895578289556,-0.14981275658356566,-0.015787599643192544,-0.013967691368257684
1529057174.85,0.47860357469297227,-0.3741418686318735,0.12418493849763101,0.9884901985134168,-0.14979697779524684,-0.01585812352552535,-0.014009117140290924
1529057174.9,0.4786660606421513,-0.374219954866765,0.12416427861814107,0.9884648694409189,-0.14996919404187598,-0.015769338846446858,-0.014056554685738859
1529057174.95,0.47868399079045426,-0.3743590572996784,0.12418780182858699,0.9884637910117795,-0.14998867165073868,-0.015700376894540798,-0.014000486083960893
1529057175.0,0.47867303252189847,-0.3742770178911903,0.12418713880505898,0.9884628317946538,-0.1499905289222528,-0.015703423105319653,-0.014044089298495014
1529057175.05,0.47856662748465434,-0.37417482206948116,0.12409514240708336,0.9884761966981507,-0.14987734229063468,-0.015867262788683046,-0.014124918825201999
1529057175.1,0.47883018763068264,-0.37425704569122115,0.12421810122033652,0.9884902910456884,-0.14981295592199417,-0.015640408944451574,-0.014076582687271777
1529057175.15,0.4786958881519847,-0.37424776762748835,0.1241699329574066,0.9884816788194013,-0.1498511891443859,-0.015784161546357214,-0.014111356654494984
1529057175.2,0.478770328588911,-0.37414266954605657,0.12414883147265782,0.9885044919303039,-0.1496983829696553,-0.015769699971867876,-0.014150500364165226
1529057175.25,0.4787486724130844,-0.37416615954700533,0.12412408278312402,0.9885189765493154,-0.14960571822366978,-0.015771660428317284,-0.014117434949371977
1529057175.3,0.4787866321125948,-0.374114877012394,0.12412541813758987,0.9885066978848606,-0.1496801565367359,-0.015760401205961692,-0.014201306359991065
1529057175.35,0.47876727114013135,-0.3739879253665911,0.12410040907553634,0.9885139821692617,-0.14962506467164408,-0.015799154050722398,-0.014232548659874432
1529057175.4,0.47899349853563544,-0.37390736984149064,0.12419683089323724,0.9885557546558007,-0.14937449701071628,-0.015621704498990424,-0.014161557338785824
1529057175.45,0.47886133313952833,-0.37397697958119425,0.12412759373259016,0.9885273234856681,-0.14954559139207785,-0.015757422088748294,-0.014187131236837095
1529057175.5,0.478789514983543,-0.37392391427472854,0.12414634013055778,0.9885325919071124,-0.14950850772180618,-0.015815394560661084,-0.014145079257113483
1529057175.55,0.4787682554132384,-0.3739382250251751,0.12412302510364925,0.9885293436148348,-0.1495272639319612,-0.01584868660669415,-0.014135626893992503
1529057175.6,0.478628059485888,-0.3740271344501585,0.12400997450946483,0.9885141275642071,-0.14960154686664942,-0.01603628150419855,-0.014200679090557522
1529057175.65,0.4785761592068016,-0.3739588742147591,0.12401096957165185,0.9884973901732707,-0.1496953168034985,-0.016103137367218575,-0.014307805107085774
1529057175.7,0.47851909583565916,-0.37393452133390803,0.1240064152134528,0.9885120134450363,-0.1496039209860652,-0.016124115464482777,-0.01423002878599381
1529057175.75,0.4786216169738184,-0.37393123301055625,0.12396635423904495,0.9885207730983399,-0.1495443062511516,-0.016091523838078357,-0.014283622820357592
1529057175.8,0.4786664727960264,-0.37404255612445253,0.12401146924345857,0.9885119938777538,-0.14962314781084232,-0.015961728278428122,-0.014209098076222783
1529057175.85,0.4787324376538347,-0.37399499438350964,0.12403428124453827,0.9885015185306112,-0.14970213442252922,-0.015859811529094235,-0.014219842660213916
