,tactile_static_data.max,tactile_dynamic_data.absmax,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm
1524646296.05,10884.0,325.0,2.66806979661,0.055253960505,0.036809093907,0.0707656697847
1524646296.15,10822.0,169.0,3.67577398953,0.0577148175462,0.00357687205656,0.0233526804708
1524646296.25,10850.0,228.0,3.4973387854,0.0795361551528,0.0181941135391,0.0272131315974
1524646296.35,10854.0,332.0,2.72694600096,0.100727356381,0.0221607905085,0.0229756322784
1524646296.45,10793.0,504.0,2.83547812245,0.110914381251,0.0107484567727,0.0338410746686
1524646296.55,10546.0,235.0,3.40331323603,0.0785366151137,0.0196484940362,0.0274736461611
1524646296.65,10544.0,363.0,3.16356356694,0.0768570117943,0.0163342372996,0.0137432417796
1524646296.75,10525.0,406.0,2.86898898324,0.104268884267,0.036729228491,0.0571366782944
1524646296.85,10538.0,192.0,3.61875853403,0.0868446895508,0.0131334793377,0.0345700768901
1524646296.95,10534.0,272.0,3.97524095346,0.0860406884707,0.0352059851649,0.0488663463068
1524646297.05,10538.0,291.0,3.67867391131,0.0761314693787,0.00919851298013,0.0170533228465
1524646297.15,10543.0,480.0,3.81779635539,0.065337585656,0.0265647582124,0.0421825691503
1524646297.25,10532.0,227.0,3.05129450885,0.0603406992553,0.0299990018951,0.052893624047
1524646297.35,10541.0,111.0,4.12261809772,0.0991261824884,0.00704439179573,0.0225750235691
1524646297.45,10557.0,139.0,5.0595963715,0.0906090480281,0.0152374440705,0.021694647508
1524646297.55,10546.0,209.0,3.45204443396,0.0843504571223,0.0511217788415,0.0276676050018
1524646297.65,10540.0,300.0,5.81436270189,0.0788162436507,0.117886768788,0.0549657981013
1524646297.75,10505.0,149.0,3.43342283953,0.161387735523,0.143817937394,0.0391896751599
1524646297.85,10478.0,207.0,3.41208953722,0.126051577916,0.133766952282,0.139824551264
1524646297.95,10480.0,484.0,4.70377310129,0.0764852922363,0.130115554036,0.0944637868394
1524646298.05,10492.0,106.0,2.48043376763,0.0535910428718,0.0830271871843,0.157242459762
1524646298.15,10496.0,376.0,2.03340461197,0.0548999088313,0.0278671034221,0.0309155546449
1524646298.25,10500.0,158.0,2.22684401551,0.0724844798219,0.044110410763,0.0743368316776
1524646298.35,10500.0,428.0,2.84440119391,0.0470106371528,0.0199152152298,0.0449493559835
1524646298.45,10508.0,578.0,3.87271911252,0.0492036596895,0.0186760044994,0.0309739073315
1524646298.55,10509.0,110.0,3.50423646783,0.0476864762699,0.013914287545,0.0301095543559
1524646298.65,10508.0,375.0,3.3312151362,0.0392555737357,0.0223004610383,0.0301644331463
1524646298.75,10500.0,97.0,3.45527427879,0.0363593174559,0.012833826948,0.0264737737621
1524646298.85,10507.0,417.0,2.58949635189,0.0776788231261,0.045212182702,0.085263514976
1524646298.95,10514.0,187.0,3.23645052871,0.0755579242914,0.0264614313739,0.0384444061398
1524646299.05,10501.0,159.0,2.78388148668,0.0475499727705,0.00960767872518,0.0257343265084
1524646299.15,10503.0,195.0,3.10323959139,0.0917986932389,0.0284077179873,0.033178905275
1524646299.25,10493.0,120.0,2.90302428771,0.0789556852964,0.00517859886869,0.014790873194
1524646299.35,10501.0,129.0,3.89565834603,0.0636396100551,0.00705899042694,0.0130510646871
1524646299.45,10501.0,349.0,3.75929736666,0.104105718914,0.0281200671858,0.0581504834144
1524646299.55,10500.0,315.0,4.18151802632,0.0608687126748,0.0276487993617,0.0619420087853
1524646299.65,10494.0,266.0,4.72113361653,0.0804114388218,0.0220690450376,0.0219052169497
1524646299.75,10496.0,192.0,3.99549440048,0.0630634614006,0.0258690240756,0.0375828587605
1524646299.85,10525.0,552.0,3.98636328957,0.0608358431872,0.00832140661674,0.0240535745609
1524646299.95,10503.0,383.0,2.59759012622,0.0463680924453,0.0178284717756,0.0285119963698
1524646300.05,10504.0,756.0,2.76877794983,0.0504876228842,0.01851404706,0.0236849966569
1524646300.15,10504.0,263.0,2.83674013572,0.0604648666239,0.0137102389968,0.0389077706378
1524646300.25,10517.0,270.0,2.317082606,0.0634586469659,0.0163367131823,0.0248333807745
1524646300.35,10510.0,78.0,2.62611445843,0.0590084728445,0.00797565848611,0.00919243270288
1524646300.45,10505.0,372.0,2.20582678746,0.0524785680954,0.0108589128033,0.00948190378485
1524646300.55,10512.0,196.0,3.38740563598,0.049699094048,0.0221416878577,0.0373741045481
1524646300.65,10512.0,104.0,3.29002994565,0.0580086209199,0.0197138628385,0.0257313735101
1524646300.75,10520.0,335.0,2.13256549777,0.0565862180541,0.00991196758104,0.0103605586019
1524646300.85,10514.0,320.0,3.29056170701,0.073464279998,0.0156529896234,0.0327641155128
1524646300.95,10514.0,355.0,3.74313163173,0.0565154847709,0.0145091223144,0.022865735389
1524646301.05,10495.0,175.0,2.89454909648,0.0424970588501,0.00409441662605,0.0281280170967
1524646301.15,10493.0,92.0,3.24144709661,0.0345976879636,0.0122305341914,0.0115555091938
