,tactile_static_data.max,tactile_dynamic_data.absmax,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm
1524646108.33,10049.0,557.0,2.32796968922,0.0401248049093,0.010998493497,0.0134313918827
1524646108.43,10194.0,105.0,2.50042076957,0.0563826206845,0.0135926585942,0.00789350012022
1524646108.53,10504.0,2218.0,2.45972811233,0.0275862284461,0.0186304539457,0.0343401304303
1524646108.63,10685.0,591.0,3.95062035179,0.0265706605902,0.0270137322032,0.0311501121699
1524646108.73,10719.0,377.0,3.29437196599,0.0352420216047,0.0140544448531,0.0231537366611
1524646108.83,10783.0,324.0,3.07569300922,0.0563737541344,0.0112029991032,0.0287095470988
1524646108.93,10786.0,391.0,4.71961234197,0.0221359434209,0.041077410983,0.0816042608173
1524646109.03,10784.0,250.0,2.47895582636,0.058966091603,0.017413053524,0.0381990005294
1524646109.13,10802.0,176.0,3.62387982033,0.013928388479,0.0282118351876,0.0520877060638
1524646109.23,10781.0,288.0,6.62777989231,0.0214709099088,0.0154597838019,0.0383583145509
1524646109.33,10746.0,178.0,6.76789427581,0.0136014704786,0.0117582974872,0.0163967588532
1524646109.43,10742.0,779.0,7.0170613365,0.0237486842236,0.0370525079612,0.0606807595862
1524646109.53,10731.0,410.0,7.83455957822,0.0438862177453,0.0175996017157,0.0394333148688
1524646109.63,10725.0,405.0,4.87201191493,0.0573585219079,0.0073001022305,0.0191757503945
1524646109.73,10704.0,281.0,4.39329762907,0.0465617869387,0.0143187194782,0.0350576450362
1524646109.83,10693.0,158.0,5.20194862601,0.0518169848514,0.0179578508442,0.0187237042371
1524646109.93,10664.0,191.0,6.48427715398,0.0511272926268,0.070627680293,0.104140117796
1524646110.03,10658.0,312.0,7.11410321325,0.0570701304859,0.0918749159567,0.0720745629538
1524646110.13,10644.0,254.0,8.86866933751,0.03087069759,0.108146887383,0.0462378478907
1524646110.23,10650.0,257.0,5.68517142237,0.0554977462266,0.123875841738,0.0899108798193
1524646110.33,10662.0,226.0,5.98633326552,0.0578446208228,0.101621163624,0.135523538272
1524646110.43,10660.0,105.0,5.83938997175,0.0490102034137,0.0968710335266,0.115810153744
1524646110.53,10678.0,5040.0,7.51378784231,0.0558211437556,0.139394303075,0.120513669319
1524646110.63,10463.0,5162.0,1.13384428956,0.0343074350533,0.12865266603,0.158763559914
1524646110.73,10484.0,3560.0,0.962623391766,0.0326496554522,0.166615689516,0.24823493294
1524646110.83,10495.0,2608.0,2.33154530653,0.0453100425297,0.0642769046981,0.0679147348777
1524646110.93,10524.0,1914.0,0.689263748064,0.021494186162,0.0248407430895,0.0377380147081
1524646111.03,10555.0,1108.0,2.02369976889,0.0431508981872,0.0530563252508,0.0868165700924
1524646111.13,10560.0,979.0,2.20520414361,0.0510196056657,0.068393730598,0.122297073059
1524646111.23,10581.0,758.0,2.3290520867,0.0390000018554,0.0366392369817,0.0607066639326
1524646111.33,10574.0,251.0,2.45819070634,0.075026661837,0.0108707164951,0.0380129305564
1524646111.43,10567.0,280.0,0.645975164629,0.0449332852939,0.0187647002694,0.0143297740032
1524646111.53,10591.0,156.0,1.26987554592,0.0438634239026,0.012951200213,0.0139369323627
1524646111.63,10593.0,405.0,0.982966821985,0.0292745628721,0.0142571935919,0.0228079967613
1524646111.73,10581.0,351.0,1.61760424443,0.0312089729023,0.00880926332665,0.0254184770355
1524646111.83,10573.0,117.0,0.388103220295,0.0411582301264,0.0393503471352,0.0355827385527
1524646111.93,10590.0,317.0,0.983882468459,0.0305122917,0.0255162992975,0.0204492628421
1524646112.03,10588.0,342.0,1.79712125167,0.0573236424998,0.0270293110029,0.0415439671635
1524646112.13,10590.0,286.0,1.56547886205,0.0433820222574,0.0324154085781,0.0436382178253
1524646112.23,10590.0,154.0,1.28916401799,0.0416052869985,0.0194509610818,0.0612594033405
1524646112.33,10594.0,209.0,0.20209925946,0.0461085687895,0.0342028820181,0.0809250517212
1524646112.43,10611.0,185.0,1.0557667967,0.0359583095959,0.0133854413748,0.0275176225426
1524646112.53,10603.0,27.0,2.37800855657,0.0429534625333,0.00702874009474,0.0129224684986
1524646112.63,10615.0,250.0,1.61123645699,0.0467867526451,0.0163790446087,0.0268934110186
1524646112.73,10626.0,333.0,1.75936471482,0.0312089739169,0.0224944975182,0.0266785693161
1524646112.83,10597.0,172.0,1.09100120166,0.0458475734022,0.0123290031575,0.0304497219084
1524646112.93,10617.0,521.0,2.0575529036,0.0273861278072,0.00760410751815,0.0166729583528
1524646113.03,10620.0,217.0,2.28053607389,0.0444297215737,0.0300321617053,0.0594154464532
1524646113.13,10619.0,199.0,2.1464537943,0.0512835263622,0.00515612071381,0.028969421106
1524646113.23,10611.0,149.0,2.28938511854,0.0480624608851,0.00649466839582,0.0138587555827
1524646113.33,10614.0,41.0,1.2454091477,0.0405092594153,0.00666079080283,0.0239482150319
1524646113.43,10616.0,88.0,2.52326825348,0.0592621286504,0.0081601988366,0.00962336719023
1524646113.53,10618.0,368.0,1.7825611556,0.0360416426238,0.00713477633613,0.00652075493259
1524646113.63,10622.0,345.0,2.63572074699,0.043554562302,0.0143479427961,0.0228176332774
1524646113.73,10617.0,146.0,3.31796410926,0.0459238499557,0.00820233284346,0.0231527305873
