,baxter_enpoint_pose.pose.position.x,baxter_enpoint_pose.pose.position.y,baxter_enpoint_pose.pose.position.z,baxter_enpoint_pose.pose.orientation.x,baxter_enpoint_pose.pose.orientation.y,baxter_enpoint_pose.pose.orientation.z,baxter_enpoint_pose.pose.orientation.w
1528856532.05,0.5290188153896108,-0.8169236210269021,0.18443609537974878,0.9999300478495942,-0.005772984273212953,-0.009480836887312938,0.0040529708369268815
1528856532.1,0.5289368989181931,-0.8169798320633898,0.18443675265885345,0.9999303571327778,-0.005851274533778169,-0.009429099657863723,0.003995306520415057
1528856532.15,0.5289537884245398,-0.8167645194927211,0.18430989878374365,0.9999310340258156,-0.005714216365370139,-0.009507242342230444,0.0038203439862714616
1528856532.2,0.5289724435242118,-0.8168413644804122,0.18435854483630112,0.9999306774264989,-0.005725736030283238,-0.00950127686421146,0.0039101275357063675
1528856532.25,0.5289202852323754,-0.8168399906139191,0.18429437222160389,0.9999297765441734,-0.005811149702493806,-0.009548188602220087,0.0038968980362457297
1528856532.3,0.5287532106627149,-0.8169365131865823,0.18427693066512732,0.9999284104151162,-0.005870410372827377,-0.009645896031921536,0.0039191361563373495
1528856532.35,0.5287272098143233,-0.8169431804735562,0.18421961406803297,0.9999276095659708,-0.005899017255899235,-0.009710763253254762,0.003924346188284005
1528856532.4,0.5286237857122559,-0.8171418599328847,0.18433664848312203,0.9999264145578961,-0.006028313709189958,-0.009710417880464119,0.0040571844991351
1528856532.45,0.5287738857649589,-0.8170352863560899,0.18440208359864138,0.9999279057744318,-0.005931495867060483,-0.009623495267163785,0.00404259956853363
1528856532.5,0.5287365808653827,-0.8171709463259574,0.18448551657047452,0.9999271436122602,-0.0059223251463580385,-0.009649767207699283,0.004176169957529783
1528856532.55,0.5288722986152016,-0.8170725091765548,0.18452377432741038,0.9999283374982026,-0.005930606034178802,-0.009535303080235105,0.004134663487871679
1528856532.6,0.5288311342796271,-0.8170420114066961,0.18451835600086425,0.9999284488743397,-0.00607487522392497,-0.009486443648029924,0.0039957072464632945
1528856532.65,0.5288157387566734,-0.817073951419117,0.18441494594235164,0.999928507169175,-0.006090876446001097,-0.009473561739072638,0.003988917580408406
1528856532.7,0.5287182580588959,-0.8171245579092276,0.18430303173276708,0.9999280897674473,-0.0061762696758752116,-0.009484236916263452,0.003938089875338908
1528856532.75,0.5287035859438457,-0.8170009308931964,0.1841845156346056,0.9999287107423472,-0.0061753891403476015,-0.009500002992021516,0.003751137509840045
1528856532.8,0.5286091047245283,-0.8170014520775527,0.18418180606983342,0.9999281339855769,-0.0060978082333712465,-0.00960869729156353,0.0037540791746801545
1528856532.85,0.528583701504126,-0.8170130867186896,0.18411568785877133,0.9999271229809549,-0.006001299191828647,-0.009747603901117419,0.0038260739015659913
1528856532.9,0.5285364028527683,-0.8170181078422547,0.18411440241060004,0.9999261256082819,-0.0060775494747038715,-0.009801495199218874,0.0038286448235846787
1528856532.95,0.528630998620972,-0.8169317456534125,0.18421990178864148,0.9999272494512075,-0.00597303789544039,-0.00974698456095346,0.0038322927498495047
1528856533.0,0.5287331596901385,-0.8169504351676887,0.18426271531882124,0.9999276530822854,-0.005925928475350466,-0.009694895993998115,0.003930309680098369
1528856533.05,0.5288519577954116,-0.8168377917012639,0.18416623964178144,0.9999297773662895,-0.005580355075282645,-0.009676156481857425,0.003858419956592249
1528856533.1,0.5288830666613049,-0.8168135614140443,0.18423005618136676,0.9999325851646501,-0.0052968037519032715,-0.009558422722880603,0.0038224494868863332
1528856533.15,0.5288697421959825,-0.8168284701700917,0.18429898061482863,0.999934011695131,-0.005070263474897036,-0.009538743365487126,0.003835767866069426
1528856533.2,0.5288015794862422,-0.8168621015564484,0.18418012045467702,0.9999350110028378,-0.0048100979363881885,-0.00959144470728337,0.003783216339644281
1528856533.25,0.5287483457584546,-0.8168346137073502,0.18411004285965835,0.9999364708187262,-0.004461801579106203,-0.009641711542454589,0.0037372944190816274
1528856533.3,0.528645428957724,-0.8169803566152616,0.18424868990940557,0.9999356960176338,-0.004608041686965065,-0.009611400719288185,0.003849963342818948
1528856533.35,0.5286040374561094,-0.8170820380468699,0.18437261380439024,0.9999338436059401,-0.004693250258809649,-0.009682170822528986,0.0040309371269466945
1528856533.4,0.5285440803657498,-0.8170481662519752,0.18429544553812244,0.9999335295396705,-0.00466936152636754,-0.009739283532045551,0.003997917847933458
1528856533.45,0.5284465247244695,-0.8171543646688462,0.1843358413760313,0.9999324741145136,-0.004775553079030025,-0.009769805074287596,0.004070578184561932
1528856533.5,0.5285963614937815,-0.817137671956503,0.18446503242400059,0.9999340114662314,-0.00482806759875528,-0.00957534026901815,0.004079110076410301
1528856533.55,0.5286509675158124,-0.8171134816600532,0.1844446665662152,0.9999346046374407,-0.004722969424438876,-0.009566070438576837,0.004070021894440685
1528856533.6,0.5286721084706878,-0.8170256159848466,0.18430657955828983,0.9999356776494671,-0.004693283338100173,-0.009544411700907085,0.003900121112096085
1528856533.65,0.528953827565657,-0.8168891268128027,0.18436070871406776,0.9999385078590847,-0.00451333177037368,-0.009359554683556972,0.0038371881890892053
1528856533.7,0.5291868122922259,-0.8167789619433018,0.18439878026787737,0.9999400436046687,-0.004379283770241036,-0.009256547127288546,0.003851587704049301
1528856533.75,0.5288873838148554,-0.8169581968121961,0.18437108600924002,0.9999369640654873,-0.004504721017002893,-0.009482419945525108,0.003942257831678858
1528856533.8,0.528858041571149,-0.816802041268628,0.1842163260755137,0.9999369825495199,-0.00452336218151895,-0.00954606757866041,0.003741243446565828
1528856533.85,0.5289444155849504,-0.8166413481553143,0.184167448131366,0.9999376372648837,-0.004357675922117144,-0.009577914220624631,0.0036803797828862403
1528856533.9,0.5288304737914559,-0.8167381549084689,0.184114864094289,0.9999362012506996,-0.004358191942063237,-0.009694016934536585,0.0037689399242503106
1528856533.95,0.5288135065985978,-0.8168183447894927,0.1841923226969277,0.999935971643232,-0.004445719216653448,-0.009649875513316137,0.003828473404597958
1528856534.0,0.5290650010169646,-0.8166437056638698,0.18420406297126402,0.9999376388603657,-0.004336257877040829,-0.009553315052596946,0.0037790111071964614
1528856534.05,0.5291372213161805,-0.8167177854059328,0.18433878741646065,0.9999380685692174,-0.0043165051917902885,-0.009468471821682742,0.003916437063480316
1528856534.1,0.5289890823775074,-0.8169317014540528,0.18437922206098742,0.9999368387248083,-0.00447291027224673,-0.009484620256974264,0.004015453789928352
1528856534.15,0.5288982709982178,-0.8170105932183327,0.1844067538557027,0.9999362760596041,-0.0045987134585457196,-0.009485949641529842,0.004014128622739683
1528856534.2,0.5287600707190432,-0.8169047975128392,0.184242001136753,0.9999357946891176,-0.004492557596655233,-0.009652182713700509,0.0038519279879708538
1528856534.25,0.5287082189181046,-0.816821306743195,0.18425347673949197,0.9999362138247468,-0.00439969541869831,-0.009687247050719208,0.003761832265843439
1528856534.3,0.5286877854039738,-0.8168316149469932,0.18427355190145941,0.9999362993884844,-0.00440273289825417,-0.009683964225360261,0.0037432608461611468
1528856534.35,0.5287314965650359,-0.8167968247597133,0.18425391017002626,0.9999365752400873,-0.004400457996289663,-0.009660994894420212,0.0037338927023398928
1528856534.4,0.5287629516532809,-0.8167555017405885,0.18421299943621414,0.9999365680029615,-0.004446845169042134,-0.009656418985152963,0.0036898662496031597
1528856534.45,0.5289369234718514,-0.8168114813299466,0.18432885128909665,0.999937210865516,-0.0045142181825694105,-0.00950738789806378,0.0038182833441730677
1528856534.5,0.5288455000619425,-0.8167932136999703,0.1842563038990341,0.9999362219494737,-0.004630669353742531,-0.00957766610909118,0.00376138074963752
1528856534.55,0.5286883116726047,-0.816832256894851,0.18414894674796234,0.9999345514336644,-0.004683755451303657,-0.00972722756226066,0.003760194795219835
1528856534.6,0.5287919744178842,-0.816769981570093,0.18421348119938744,0.9999356470792008,-0.004470305189382228,-0.009693195953251603,0.003800562995670541
1528856534.65,0.528827406739637,-0.8166632676622015,0.18420588210184943,0.9999363366262882,-0.004335729430801273,-0.009703350866411562,0.0037556775337170903
1528856534.7,0.5287040474288536,-0.8167249882911026,0.18416879968679398,0.9999353259991614,-0.004392724520372503,-0.009778119320177246,0.003768411165004106
1528856534.75,0.5288210842709176,-0.8168314546133651,0.18420675895420915,0.9999358112934377,-0.0043835725085995605,-0.009685232325347355,0.0038912724925957497
1528856534.8,0.5288407266327456,-0.8169608375020143,0.18422863124113142,0.9999360665845779,-0.0044361048243813,-0.009611447893818474,0.003952347314806805
1528856534.85,0.5287528613008072,-0.8170626107817709,0.18420633058428965,0.9999355026047894,-0.004603618575838823,-0.009595856558206687,0.003954269250114968
1528856534.9,0.5288306188464188,-0.8170539312627964,0.18422282903555123,0.9999355757923986,-0.004657768265735735,-0.009550419747850859,0.003988424511680077
1528856534.95,0.5291203610414215,-0.8167676936291556,0.18416837987046275,0.9999326257584298,-0.0051835053690536615,-0.009567421539610686,0.0038821434770275665
1528856535.0,0.5293014167695675,-0.8167919445562799,0.18404648587790784,0.9999053328679915,-0.007288592612473175,-0.009993792852571761,0.00428958807833307
1528856535.05,0.5297871307345364,-0.8170073900304813,0.1838888831335373,0.9998518496916283,-0.009921927101796759,-0.011065898967619357,0.005695266402011837
1528856535.1,0.5311289718004847,-0.8167099678937402,0.18335997138927884,0.999791213445239,-0.01280165695703315,-0.012232647423931606,0.007204339160751985
1528856535.15,0.5340569105712745,-0.8152915622566717,0.18234515473422114,0.9997383907649237,-0.015859709572038777,-0.012976277180384473,0.008289608523125694
1528856535.2,0.5385221809708481,-0.8129930629449001,0.1808764371224918,0.9996948336127105,-0.018268840197883714,-0.013342178783125129,0.009434848934567476
1528856535.25,0.5448088131618506,-0.8088835414615348,0.1788626414618236,0.9996834237627444,-0.01872974595274829,-0.013380173270262528,0.009912015755965441
1528856535.3,0.5530281808018218,-0.8026148116382791,0.17623455827963572,0.999702952550073,-0.01853223252543216,-0.012703030127229138,0.00912461847244389
1528856535.35,0.5623246341149849,-0.7949241418280736,0.17312457600100548,0.9997223455878078,-0.018505964113277158,-0.012115864706392258,0.007874846837179985
1528856535.4,0.5722169031219189,-0.7865771775720243,0.16978112054188518,0.9997255618089598,-0.018751147609126925,-0.011910525251819326,0.00710070501225824
1528856535.45,0.5830368309740466,-0.7771367789933531,0.1660049288533386,0.999722437997858,-0.019129764375973683,-0.0119546356551325,0.006432928088268758
1528856535.5,0.5949064173340919,-0.7669458586657655,0.1620356070462085,0.9997052390350407,-0.020167054271459248,-0.01178366402030292,0.00622838138602301
1528856535.55,0.6076103540414456,-0.756227847921809,0.15778694138192803,0.9996718620041298,-0.021798207927773563,-0.01142834307096176,0.0065993469579478286
1528856535.6,0.6213552030114101,-0.7444378021781413,0.15342738544188125,0.9996343124030184,-0.023487061792284752,-0.01081107169547332,0.007325104009737131
1528856535.65,0.6360039734082695,-0.7315536919537967,0.14883903276427954,0.9995911211744553,-0.025175414015807265,-0.01002383923270296,0.00839391120982263
1528856535.7,0.651337668136149,-0.7171819405857758,0.14397352047191406,0.9995380624891967,-0.02716382858004854,-0.009089554338369603,0.009476702817464128
1528856535.75,0.667101159812034,-0.7010603257022137,0.13889555744887153,0.9994807498387994,-0.029278137503852133,-0.008098078647232575,0.010200609222135034
1528856535.8,0.6831753162459366,-0.6829283291590365,0.1335074898991293,0.9994255278138888,-0.03129780623595223,-0.007063245033510793,0.010401747316181474
1528856535.85,0.6994543379049232,-0.6635026353638268,0.1282417372103144,0.9993870686962925,-0.03276045604790407,-0.0056458318364165,0.010553179077085846
1528856535.9,0.715336036213316,-0.6429910834656778,0.12304995572351539,0.9993613933414442,-0.03364266212844002,-0.004296540909761983,0.01092463161191613
1528856535.95,0.730208080050197,-0.6222413406972283,0.1183134904578631,0.9993533299326757,-0.033809147913394656,-0.0030599219058557742,0.011511746759636935
1528856536.0,0.7439971636878226,-0.6010857530598693,0.11379375186031965,0.9993692801065877,-0.03336978085176297,-0.0018110838235407903,0.011661777880708175
1528856536.05,0.7564445217696634,-0.5803207008921065,0.10994171203312646,0.9994045580745406,-0.03231987716008439,-0.0005976338668367681,0.011752723842957478
1528856536.1,0.7674471642021526,-0.5601122177493036,0.10630836988330683,0.9994488976125024,-0.030945923547891843,0.0004041608284929374,0.011584760112802664
1528856536.15,0.7768004584504121,-0.541133231165667,0.10298804302896074,0.9994982954567168,-0.02950111438006268,0.0012309130660392948,0.011047001017094998
1528856536.2,0.7851319868973516,-0.5231081776619163,0.10006759679305785,0.9995469102988411,-0.028119584560965947,0.002202635228065712,0.010171630365253795
1528856536.25,0.7921316392857564,-0.5072441610129078,0.09764916231481628,0.9995942247011091,-0.026432449885158433,0.0030712095284971997,0.009777667114494924
1528856536.3,0.7978921885678256,-0.49306003095909806,0.09558620531273802,0.9996525696537046,-0.024077084389138255,0.0036896402637985356,0.009401108150287467
1528856536.35,0.8023660683439555,-0.48109076475145673,0.09396380475799836,0.999699492194572,-0.02203838964481372,0.004055478409717636,0.00916845421938637
1528856536.4,0.8059976184842557,-0.4707906862073325,0.09273148557168652,0.9997438403510772,-0.020093803715565083,0.00442530936112066,0.008814521665606657
1528856536.45,0.8085590526376782,-0.46273205410213075,0.09173299134452487,0.9997746205761165,-0.018795135705794233,0.0045158080296052935,0.008527347255040268
1528856536.5,0.8105208992325795,-0.45617534015915673,0.09082398236422515,0.9997899227038173,-0.018201938573754003,0.004534530581304396,0.008207286683973292
1528856536.55,0.8119868343919908,-0.45201084047244494,0.08998504176396538,0.9997668222801447,-0.01927166611463011,0.004740407162878348,0.008182964532937516
1528856536.6,0.8132012228726424,-0.448962954651279,0.08910867952291515,0.9997359808344928,-0.020632510153011326,0.004976253409096265,0.008312749684740925
1528856536.65,0.8141926577490674,-0.44735101917957065,0.08833910830660358,0.9996974738320688,-0.022300547621006438,0.005354455903840878,0.008453202554440443
1528856536.7,0.8150628424621008,-0.44616316037391074,0.08745794185344724,0.9996640443872128,-0.02369093112097787,0.005764758012480155,0.008486652788709767
1528856536.75,0.8158240960612179,-0.4457399443875883,0.08673469727047736,0.9996316329473214,-0.024967317279384324,0.0062310485900238825,0.00855770256807878
1528856536.8,0.8162449798273359,-0.44531018850354653,0.0859902507451888,0.9996199550522364,-0.025352108816156425,0.006300624911303669,0.008769170860051502
1528856536.85,0.8163113822442878,-0.44536602984860396,0.0853298508098426,0.9996130524209534,-0.025588115088435635,0.006133547658030601,0.008978674494246643
1528856536.9,0.8161513342137026,-0.4450885040401345,0.08459979570422735,0.9996152832540489,-0.025586977456903557,0.005713586265436537,0.00898071871433943
1528856536.95,0.8158492433389036,-0.4449415156535517,0.08406826630765953,0.9996213689978813,-0.025435213207550145,0.005200356841014421,0.009035433221907646
1528856537.0,0.8154759125879562,-0.44494937470482293,0.08366744712067967,0.9996265065836932,-0.02531914458506174,0.004694872513530944,0.009122177923462087
