,tactile_static_data.left.std.ret/250.0,tactile_static_data.right.std.ret/250.0,robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1528887966.63,0.6749349010031174,0.6934725535989177,0.39327920432458324,0.20217893801147174,0.2109000110626221,-0.0948999990336597,0.3010999298095706,-0.0009799999650567772,-0.0034199999831616883,0.002419999996200204,0.9993309340573967,0.42994276336875703,-0.07732110306246603,-0.3864369219281629,-0.023647495583182597,-0.03712244653251336,0.09961844956884197,-0.39900007348078503
1528887966.73,0.669856438658943,0.6961562886655575,0.4264571465917711,0.1781060358179235,0.26770001411437994,-0.11090000046417117,0.30749992370605495,0.00197999999858439,0.00020000005140900627,0.002680000001564622,0.9385407723123451,0.43558770953514836,-0.08792543419288684,-0.36111456357823024,-0.02208682214991133,-0.01615915493276829,0.09700573281543078,-0.416286813655479
1528887966.83,0.6702996027806979,0.6977701252745157,0.44219550989574624,0.18217504515037364,0.27990000724792485,-0.0999000002257526,0.32309989929199245,0.0012600000109523537,0.0018200000561773779,0.003559999987483025,0.8328803383632167,0.3894812075297224,-0.08409761071309939,-0.3188262234931108,-0.023571574174602976,-0.01602493718028595,0.09208921935627984,-0.3703005867266178
1528887966.93,0.6735749491529667,0.6958268129062727,0.43128019911402854,0.17203576362677273,0.26810000419616703,-0.10490000052377582,0.31749992370605495,0.0030600000079721214,0.0016800000704824925,0.002780000008642674,0.7302124927420884,0.3415000976391499,-0.06810255183304247,-0.27886797628673776,-0.024825531191188497,-0.006697108980246995,0.0769093725258698,-0.3234096343468812
1528887967.03,0.6730905183689941,0.6925900515734249,0.4124282577562478,0.18491994470978396,0.24409998893737794,-0.12310000164434315,0.3036999511718753,0.003560000006109476,0.000860000103712082,0.0029000000283122065,0.6539185913933532,0.29088092463283094,-0.046558558179259614,-0.253504387660912,-0.020079396473950396,0.0034448223615940864,0.05577588446922234,-0.2759459152603291
1528887967.13,0.6818542114177988,0.6892283913243071,0.4691530108257479,0.5036653141887191,0.1858999824523926,0.03889999525621535,0.2880999755859378,-0.012539999689906834,-0.003140000030398369,0.0009400000795722007,0.5334795939671508,0.293934401085972,-0.035147734830243575,-0.20005212566480185,-0.01699513524552896,0.07211920804227426,0.0550868481769812,-0.2077662742976082
1528887967.23,0.70510008740923,0.6919032853799554,0.5281967071747176,0.9420016901156307,0.08449997901916506,0.23349999086931353,0.26230003356933623,-0.03039999989792705,-0.014379999861121179,0.00012000009417533874,0.4120874218619135,0.2716031131215312,-0.024846252472298873,-0.14492135318644256,-0.0258879497032595,0.12255588405671773,0.07551720002960556,-0.1396502648658904
1528887967.33,0.7285448533891246,0.6954901407828269,0.5919715510466824,1.4061521653880575,-0.023500022888183574,0.41329998509958393,0.24350006103515653,-0.04756000008434057,-0.02465999968349934,-0.00035999987274408334,0.3343420616216492,0.24916027897743018,-0.016783034733223186,-0.10859074826602197,-0.03193652171106986,0.15166188609332348,0.07967381016245975,-0.08412798789889761
1528887967.43,0.7599949083997334,0.7053184593102527,0.7308897422898941,1.8779660975482015,-0.07190002441406249,0.574099979866296,0.2707000732421878,-0.06558000024408102,-0.03371999949216843,0.00016000013798475252,0.24652530229901443,0.25818169231648636,-0.016743493787946533,-0.07011133870618429,-0.0341323295568669,0.195267860879246,0.09396927803529238,-0.05332950704532462
1528887967.53,0.8095575915905437,0.7235506398930963,0.8277577322992424,2.3446970398324822,-0.14450001716613767,0.7662999753840267,0.2733000946044925,-0.08330000042915345,-0.04245999932289124,-0.00015999987721443192,0.15776620892963153,0.24841380513788208,-0.003279720217307911,-0.014677280559872644,-0.04030876827054009,0.2275187891810102,0.0888620978861823,-0.007789362558324799
1528887967.63,0.8501893005454062,0.7438148648686986,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.15401587665150387,0.1882931306777274,0.010962966831344787,-0.00618899641976279,-0.04886296078194903,0.17462589229265202,0.05592384176272138,-0.013172057918888706
1528887967.73,0.848959225499422,0.7483691341952768,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.1242013735207004,0.15129267313227857,0.012893050036431153,-0.0015315000915317,-0.0368470085447795,0.1433702422428016,0.029929122673640715,-0.02359391801828011
