,"tactile_static_data.left.std.clip(ret/60.0, -10, 10)","tactile_static_data.right.std.clip(ret/60.0, -10, 10)",robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1528115891.16,3.059373895539518,3.552852199824777,0.4989508899910645,0.8753907845046102,-0.13370000123977663,-0.46500000447034834,0.10380008697509752,0.03103999972343445,-0.005019999966025352,-0.01535999983549118,0.033420463199938896,0.022924175770676177,0.006285043382208144,0.004570683996442891,0.005351534371488732,0.002022809185012897,-0.015906908579890962,0.006547819677114434
1528115891.26,3.054741821914646,3.568767280001744,0.5099719507228718,0.8972318190924655,-0.12210000276565552,-0.4704000040888786,0.13620006561279283,0.03223999977111817,-0.005199999958276748,-0.014759999811649323,0.032404737838567184,0.02344790596157537,0.006049433822501456,0.005256447388971643,0.005584552404022822,0.005131382019146003,-0.015628207324488934,0.0017013623600156394
1528115891.36,3.044027218189398,3.582299714612629,0.5031710498311526,0.9277401200856704,-0.1109000039100647,-0.45860000342130663,0.15560001373291002,0.033439999818801885,-0.004959999993443489,-0.015179999768733979,0.03555481832830858,0.024377315324494622,0.006827556203481606,0.002124167177789935,0.004229726968111081,0.0020506917922386678,-0.01616615859588337,-0.0016760875880679677
1528115891.46,3.030642971265016,3.5930927599871696,0.4634330060446617,0.9597416466085604,-0.1081000018119812,-0.40600000232458117,0.17680004119873033,0.03469999969005585,-0.005099999979138375,-0.015499999821186066,0.03128771685139452,0.020139239469882844,0.0060728356271739226,0.0014142891305243624,0.002664615411517201,0.002287794512920572,-0.013027791480765952,-0.006623465948321718
1528115891.56,3.047860845581676,3.6119027906028722,0.45166033062896105,0.9876986273946055,-0.10290000200271607,-0.38359999984502796,0.20940006256103505,0.03581999957561493,-0.005480000004172325,-0.015639999806880953,0.03582774787301227,0.021386765740562495,0.004060751846785085,-0.004365657011967925,0.002486346463817903,-0.0032707569429888286,-0.010078454223889368,-0.005275403307625954
1528115891.66,3.045698451488051,3.6250312972636576,0.4442157154908438,0.9955907186144782,-0.06990000486373901,-0.38180000156164173,0.1964000320434569,0.03599999964237213,-0.004800000041723252,-0.016199999749660493,0.035636886179290554,0.02447870887145179,0.005132394974355649,-0.005180935180296369,0.0018576581711415704,-0.0006709563463298267,-0.009095028341821621,-0.011458152325568429
1528115891.76,3.0532694439995995,3.618009123142687,0.4490907740664305,1.0198125698816223,-0.05150000810623169,-0.3906000027060509,0.19300006866455066,0.03651999950408936,-0.004660000056028366,-0.0175,0.04365677021967005,0.02930230545774748,0.007982555421366154,-0.0015293143110960378,0.0026585351448563657,0.0011794791603553425,-0.014203644230378683,-0.0038723053353837914
1528115891.86,3.047627557992992,3.6194134637261106,0.4819011980004816,1.019698798685235,-0.06750000715255737,-0.4230000028014183,0.1940001296997069,0.03655999958515167,-0.004500000029802323,-0.017439999878406526,0.04247382244267343,0.02905374329671833,0.00980832251923996,0.001957793767605443,0.005071464750255491,0.004595961394849879,-0.017683649800311507,-0.0007201385673983249
1528115891.96,3.041703343048376,3.6210738772007636,0.5055853922545738,1.026386702005029,-0.07270000696182252,-0.45280000180006025,0.18940006256103503,0.03681999981403351,-0.004640000015497208,-0.017479999959468844,0.04911911666682598,0.03228747025956048,0.0053668566641569045,-0.0032031863106315745,0.0023982118800319873,-0.0019375983792384536,-0.007505289959665656,-0.003642175397275282
1528115892.06,3.0379994714033405,3.6122157785587086,0.4952128866763757,1.0322890524666297,-0.059700005054473884,-0.44960000246763226,0.17900005340576158,0.03698000013828278,-0.004179999977350235,-0.01785999983549118,0.04049030368487922,0.03040285632369847,0.005467817230790976,0.0019728675051118513,0.002285329421446305,0.0028232815443082365,-0.009178952474687977,-0.0017531341845959752
1528115892.16,3.050136825272747,3.6170788087759806,0.4635240549009282,1.039451894242424,-0.06790000200271606,-0.41340000122785564,0.18360004425048815,0.03718000054359436,-0.0046999999880790715,-0.017979999780654905,0.0387275465566788,0.026598293163928262,0.0022594942853944285,0.0022397378488223547,0.0013294352713324367,0.0010931891896737355,-0.005894527104762695,0.005111084809274224
1528115892.26,3.0516148135497696,3.617654974982853,0.4345136348243399,1.0394962092967812,-0.07089999437332153,-0.38679999798536296,0.17160007476806627,0.037440000176429754,-0.005059999972581864,-0.017299999594688416,0.02657931025459852,0.01754477967315482,-0.002237931608019316,0.00022317100198384645,-0.00046188904231195607,-0.0018334048598286116,0.0038295719635602055,0.0009669790636692933
