,"tactile_static_data.left.std.clip(ret/60.0, -5, 5)","tactile_static_data.right.std.clip(ret/60.0, -5, 5)",robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z,pose.position.x,pose.position.y,pose.position.z
1528856070.11,0.40220974396957626,0.2522280142106246,0.24030860965782622,0.18308966247571584,-0.18440001487731938,0.10580000147223476,-0.08559995651245104,0.003059999942779541,0.005460000038146974,-0.002539999950677157,0.025798359228739697,0.02348782199329941,-0.003092496432078523,0.0027745190247883676,-0.002779963820684129,0.0037931503479284464,0.012079306536651237,0.0034876649551385734,0.5258994844940671,-0.8171748239018105,0.033661984441680594
1528856070.21,0.3809085842273114,0.2513929875277366,0.2459355080447964,0.1854607340731582,-0.15840001106262208,0.13220000013709068,-0.07899995803832995,0.0031399999931454657,0.005780000016093255,-0.002299999985843897,0.023782974763278297,0.020954970280933523,-0.002289660603391811,0.0025289026118253894,-0.0035646171496433706,0.005019434978076147,0.00972378029890444,0.0022594386470570966,0.5259462554431867,-0.8172912236686993,0.03373235560296019
1528856070.31,0.35821923321176885,0.2446403322905953,0.20865209348240335,0.1807929043817795,-0.12660000801086427,0.11179999992251398,-0.07159997940063463,0.003220000043511391,0.006079999953508377,-0.0013400000147521496,0.025041954115137637,0.023831311882908834,-0.0011602525964066381,0.004233731637696962,-0.005359403885103973,0.007204741726378339,0.0102574609398656,0.005841454939524463,0.5260893592869027,-0.8174225717069432,0.03389488575543197
1528856070.41,0.3609201423162081,0.23057100996995977,0.2115223173448144,0.18541245897840422,-0.12300000190734867,0.1327999995648861,-0.07259996414184555,0.003020000085234642,0.0064200000464916225,-0.001280000018887222,0.02343861742071834,0.02198079089702463,-0.0016950809758682233,0.003787107239878491,-0.004965948430341184,0.006197209920171066,0.011890054578623079,0.003749504145398604,0.5260568361990072,-0.8173525232423987,0.033989216328574545
1528856070.51,0.3553328444555392,0.22811903844848044,0.21306661085929846,0.18518650695774325,-0.12360000610351565,0.1395999996364117,-0.072999973297119,0.0030400000885128977,0.006279999986290931,-0.001699999994598329,0.029703165765470184,0.025858290890631998,-0.0009222664416269436,0.007102924047405602,-0.005476250968458176,0.0105957530105544,0.013652236906776066,0.012376131019922874,0.5262381202392482,-0.8174825654327533,0.034192878646802045
1528856070.61,0.3683376629765373,0.21138050814909143,0.23137579979661618,0.19272356704772842,-0.12420000076293948,0.16280000016093257,-0.08119997024536119,0.003240000046789646,0.006440000012516976,-0.0022999999998137353,0.035631525587890185,0.029643259845236677,-0.0017198665720227272,0.009940317192554973,-0.005998057347653344,0.016492446384319872,0.012592894902622595,0.011128982715677192,0.5262443847595595,-0.817446560481471,0.0342328238799111
1528856070.71,0.3844337705631137,0.22146693809713786,0.19407509826745256,0.18464081828618564,-0.12000000000000004,0.11600000128149988,-0.08959997177124009,0.0031799999997019768,0.006380000039935112,-0.0016800000099465252,0.04126064981360592,0.03162873811008619,-0.0014157553730060096,0.011972453524591503,-0.008322561124975095,0.020299404189055424,0.011867784762899644,0.011355917989458945,0.5264168374181872,-0.8173252546390392,0.034276846312897624
1528856070.81,0.40410089220654644,0.21402557213298862,0.20642430190160116,0.18524468105459052,-0.1288000011444092,0.12680000111460688,-0.08679994583129869,0.003199999965727329,0.006380000039935113,-0.001760000023059547,0.041747693060237435,0.023543695390006003,-0.002847641725027638,0.00880240483461656,-0.0059831268836251705,0.018844572263430486,0.005731745019111192,0.0038225681489796113,0.5265074537019683,-0.8172552416004721,0.03426888926192618
1528856070.91,0.41210154734951654,0.22294992355941873,0.18694058750086887,0.1835396491265657,-0.09840000152587894,0.10060000166296962,-0.08879995346069322,0.003859999962151051,0.0053599999845027925,-0.0021800000220537187,0.04121535958642858,0.029050800452838484,-0.004430514823549942,0.009335596166909743,-0.006751784581377713,0.023152654346701124,0.004667348634657715,0.0001388815285200366,0.5266721556706399,-0.8173859974716372,0.03442990989869479
1528856071.01,0.417654629830628,0.24075361020998215,0.19204764978080396,0.1779756698580789,-0.10519999504089358,0.09040000125765804,-0.08939992904663072,0.004299999997019768,0.004820000007748604,-0.0017800000309944153,0.04264516418556909,0.026823815852667104,-0.00271894479744099,0.010087266818012908,-0.0046006664254395055,0.021955254982149477,0.002871139977530625,-0.0018677332132144074,0.5267349724996415,-0.8172304791119871,0.03439586020065248
1528856071.11,0.4070856158063738,0.24561874938982467,0.18354168324978787,0.17032091902246305,-0.12179999351501468,0.04439999982714655,-0.08179994583129868,0.003940000012516975,0.00472000002861023,-0.0012800000258721413,0.03972909841343295,0.02265777464786064,0.0012491754786311284,0.007777121639363398,-0.0005511030644823377,0.014814364419758677,-0.002263933339900499,0.001707474609760669,0.5268508212868623,-0.8172735519660733,0.03442417960151816
1528856071.21,0.42865056597826506,0.2523879085934677,0.19154279499130727,0.16720717044400635,-0.1341999912261963,-0.006999998241662965,-0.06919996261596666,0.004540000036358833,0.0038800000026822093,-0.001220000016037375,0.04559554185876794,0.027338089884955744,0.001883053447885899,0.00043107587601669956,0.004681415684600838,0.0033727332121276737,-0.008089329476285706,-0.007504422002197343,0.5267340871576365,-0.8174405052364774,0.034445972089866904
1528856071.31,0.4232603922741805,0.2645301475857995,0.17747132307136676,0.1615823430250806,-0.1361999893188477,-0.034199997931718816,-0.06039999008178697,0.004440000019967556,0.0030400000512599947,-0.0019400000222958625,0.04499461997471295,0.032640098908909836,0.0029436766876413147,0.0033934513973178666,0.0024330355126917307,0.007795067121205759,-0.005468976960226808,-0.00976887037391082,0.5266039410049177,-0.8175647342107333,0.03447134126332685
