,tactile_static_data.max,tactile_dynamic_data.absmax,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm
1524646359.49,10150.0,43.0,1.80948429443,0.063039669022,0.0144638693764,0.013507470922
1524646359.59,10142.0,229.0,1.90846897896,0.0511272926268,0.0257601820246,0.0370646558182
1524646359.69,10144.0,374.0,2.49463693921,0.0771880824354,0.0154548969967,0.0489163710939
1524646359.79,10244.0,422.0,2.57427926341,0.0642650764128,0.012546319734,0.0237253762007
1524646359.89,10289.0,200.0,2.58014215243,0.0839344982257,0.0284441617218,0.0310587845415
1524646359.99,10287.0,89.0,2.47819149687,0.0673052732328,0.00775554006554,0.0087389135904
1524646360.09,10269.0,285.0,1.90317951475,0.0759473491439,0.0202461462784,0.0267775585312
1524646360.19,10246.0,278.0,3.93389047078,0.0978212658687,0.0139774894857,0.0196057593151
1524646360.29,10241.0,170.0,2.99080498112,0.0869999991666,0.0237335655705,0.0324132168625
1524646360.39,10246.0,329.0,1.71483868155,0.0744042997285,0.019402842038,0.0187102494739
1524646360.49,10261.0,249.0,2.12770652585,0.0726223130353,0.0348676069555,0.0472118220111
1524646360.59,10273.0,152.0,2.52344111885,0.0852642959014,0.0111870308436,0.0118735049634
1524646360.69,10289.0,260.0,1.4045548999,0.0645290633764,0.0166630980512,0.0273023058264
1524646360.79,10310.0,374.0,1.96910990255,0.0678306707016,0.0187049641201,0.0438534593846
1524646360.89,10312.0,393.0,1.97691549206,0.068395908044,0.0318237856555,0.0521651373622
1524646360.99,10319.0,495.0,3.12088686199,0.0893588251586,0.0501492581957,0.0917424632307
1524646361.09,10327.0,198.0,1.85963268331,0.0571489276104,0.0687173629904,0.102788161029
1524646361.19,10319.0,102.0,1.69671878896,0.0698355214524,0.0850823382098,0.0350662071305
1524646361.29,10297.0,83.0,2.06945225629,0.0668505807198,0.09581377928,0.0706361018376
1524646361.39,10277.0,362.0,1.3930661342,0.0450111089214,0.0887587347133,0.0715972928582
1524646361.49,10269.0,92.0,2.4773602614,0.0579050959434,0.0354266366159,0.053864546125
1524646361.59,10273.0,233.0,3.01640432981,0.0564623771358,0.0446939787029,0.0524339316158
1524646361.69,10273.0,145.0,0.866091380706,0.0713862737238,0.0245438756066,0.03711306305
1524646361.79,10266.0,814.0,1.2686662844,0.0345976873714,0.00838737250312,0.00564457522764
1524646361.89,10282.0,240.0,1.1694502114,0.0704130684056,0.027666228692,0.0410884150645
1524646361.99,10293.0,226.0,0.791577028491,0.0501796758466,0.0178906278909,0.0299845481094
1524646362.09,10306.0,211.0,0.478554408242,0.0566568636222,0.0171753326929,0.0253288287967
1524646362.19,10306.0,452.0,2.4506191091,0.105550932296,0.00654478382784,0.012711479873
1524646362.29,10305.0,369.0,1.02377434529,0.0483942140913,0.0232030018829,0.0313119207896
1524646362.39,10327.0,365.0,1.16085941242,0.0584551093559,0.00771162384092,0.0284787283643
1524646362.49,10336.0,380.0,1.31713851159,0.074899935375,0.0206705361396,0.0124266555178
1524646362.59,10328.0,97.0,1.23666203565,0.0864118020783,0.00882267432091,0.018128902089
1524646362.69,10331.0,67.0,0.63893178549,0.0731231858788,0.0269572152,0.0518696540277
1524646362.79,10332.0,241.0,1.26052922988,0.0746592262441,0.0228823708915,0.0478280225737
1524646362.89,10333.0,404.0,1.37461049191,0.0638905324065,0.00647801577584,0.0241225168974
1524646362.99,10317.0,424.0,1.09243468872,0.0673275567584,0.00871307075864,0.0223789122836
1524646363.09,10334.0,476.0,0.858646968245,0.0398120570235,0.0119729292136,0.0237304691028
1524646363.19,10319.0,287.0,1.02271903031,0.0691447739411,0.0195967805403,0.0279129877717
1524646363.29,10333.0,504.0,0.67596878231,0.0370135095651,0.0229532809463,0.040652126379
1524646363.39,10321.0,310.0,2.27668480071,0.0767463351097,0.00630660683341,0.0115259256894
1524646363.49,10318.0,467.0,1.72565173062,0.0857787852833,0.0186060096332,0.028109523712
1524646363.59,10319.0,189.0,1.27068226169,0.0650076910471,0.0551754055328,0.0907528907183
1524646363.69,10318.0,253.0,1.21455040718,0.059236813831,0.017317966386,0.0213016913753
1524646363.79,10320.0,319.0,1.2750346275,0.0670745853763,0.020913560229,0.0348936005114
1524646363.89,10318.0,81.0,2.15965598692,0.0643506052021,0.0358683851381,0.0584385740534
1524646363.99,10316.0,75.0,3.11916897666,0.0808022254688,0.0135680760824,0.026023068852
1524646364.09,10326.0,404.0,0.858087555491,0.0537121948594,0.0101284876443,0.0127964634699
1524646364.19,10325.0,42.0,2.01347823234,0.0551180561773,0.0253537152564,0.0355500263593
1524646364.29,10337.0,135.0,1.40966401208,0.0530471497307,0.0101287874367,0.0208328724653
1524646364.39,10325.0,327.0,1.14039166595,0.0509215089276,0.00889739305365,0.0111990138633
1524646364.49,10336.0,45.0,1.45377191747,0.0618465852833,0.020829368811,0.0165283359605
