,tactile_static_data.max,tactile_dynamic_data.absmax,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm
1524646326.13,10668.0,264.0,2.00860994071,0.0858137506837,0.0294956614032,0.0463455546895
1524646326.23,10672.0,119.0,3.19135911087,0.0908900404664,0.0303891241207,0.0548977013265
1524646326.33,10675.0,174.0,2.52120469298,0.0658255260311,0.00643219498719,0.00786569005702
1524646326.43,10679.0,213.0,1.58036478295,0.113030965719,0.00944927905441,0.0110040486519
1524646326.53,10690.0,35.0,1.14169820526,0.0703491268196,0.0105800037413,0.0262348829205
1524646326.63,10687.0,104.0,1.06798521352,0.108374350084,0.0131753573714,0.0276133361203
1524646326.73,10685.0,101.0,0.701037379309,0.0757957766384,0.0351264946073,0.0574079329395
1524646326.83,10653.0,83.0,1.62410425731,0.0799687448668,0.00834474043992,0.0232613900228
1524646326.93,10678.0,233.0,1.86348490277,0.0832225916424,0.0240998437277,0.0508629257916
1524646327.03,10667.0,184.0,1.05867550819,0.0801810465529,0.00612970124842,0.00982500429681
1524646327.13,10677.0,430.0,0.932284191152,0.080249612186,0.0185973508267,0.0240946049769
1524646327.23,10683.0,382.0,1.67561750941,0.0623217449007,0.0362876783677,0.0666627376427
1524646327.33,10680.0,157.0,2.14488106378,0.107396462339,0.0140385351558,0.0183735292868
1524646327.43,10685.0,254.0,2.6739172985,0.103121288711,0.0228945923183,0.0373773771169
1524646327.53,10682.0,101.0,2.65335166405,0.109704147157,0.0206915557462,0.0314371968325
1524646327.63,10694.0,229.0,1.00928314674,0.0660605781478,0.0619870166398,0.0365170972044
1524646327.73,10681.0,717.0,1.46386993825,0.0982344119899,0.122836132905,0.0206338669431
1524646327.83,10681.0,318.0,0.646339162764,0.0860232500981,0.0973168934551,0.0316900433875
1524646327.93,10730.0,39.0,1.24664100401,0.072318740015,0.112408016661,0.0518957461595
1524646328.03,10755.0,312.0,2.53744213165,0.0722080314742,0.0538895174487,0.121972483767
1524646328.13,10737.0,174.0,2.0261729452,0.0648228360796,0.0372258250399,0.0266810630301
1524646328.23,10717.0,306.0,2.44527590646,0.122388726784,0.0256129805978,0.0465235686198
1524646328.33,10721.0,363.0,1.26537491187,0.0730547734781,0.0261382890834,0.0364971341593
1524646328.43,10719.0,166.0,1.19421616832,0.0803367906088,0.005730652281,0.00699375487511
1524646328.53,10730.0,203.0,2.32071434664,0.0476864762699,0.0094467570409,0.0129847058861
1524646328.63,10748.0,87.0,2.25062538993,0.0569649040433,0.0067128691058,0.0183235810878
1524646328.73,10712.0,77.0,2.54393289204,0.0624019224704,0.0171252930989,0.020828600045
1524646328.83,10685.0,214.0,1.58042216313,0.0605557606806,0.0177403943866,0.02295283049
1524646328.93,10689.0,291.0,1.30931824984,0.0573846672267,0.0131939580121,0.0104910421687
1524646329.03,10688.0,20.0,1.88889250955,0.0650076937978,0.0328876932281,0.0432024039651
1524646329.13,10673.0,303.0,2.98715490259,0.0715891053164,0.0226389046225,0.0330085284452
1524646329.23,10682.0,154.0,3.48315593133,0.0795235806708,0.018249446674,0.0303845849976
1524646329.33,10696.0,293.0,3.40808662117,0.0667907189657,0.0235646925868,0.0280560116546
1524646329.43,10691.0,369.0,2.73338501919,0.0572450888622,0.00725138432665,0.0152205876837
1524646329.53,10703.0,193.0,2.09490214284,0.0455521674091,0.0287886969346,0.0484638893163
1524646329.63,10325.0,624.0,2.44623677477,0.0489387375844,0.00666438908903,0.014220323356
1524646329.73,10244.0,288.0,2.64119144408,0.0487647406453,0.0102745674087,0.012082750341
1524646329.83,10256.0,255.0,1.73066866197,0.0619515946006,0.0060079655819,0.0251303689791
1524646329.93,10561.0,129.0,2.0826747458,0.0482078855108,0.0349767874134,0.061732218334
1524646330.03,10725.0,669.0,2.29100222296,0.0698355219725,0.0137224974786,0.0151162546138
1524646330.13,10758.0,250.0,2.40340464782,0.079227519469,0.00588422792105,0.0366162785817
1524646330.23,10751.0,244.0,3.26693636716,0.0757495867923,0.0324864959114,0.0448353551306
1524646330.33,10761.0,444.0,2.23487214816,0.0602743725618,0.0146945897902,0.0356622546097
1524646330.43,10776.0,31.0,1.78889185315,0.066655833738,0.00725955686811,0.0275939857978
1524646330.53,10780.0,326.0,2.30195417996,0.0489591662767,0.0283156332049,0.0409126553938
1524646330.63,10784.0,222.0,2.61585429931,0.0612045750121,0.0179635979649,0.0317843175602
1524646330.73,10770.0,246.0,2.43358055011,0.0626178891762,0.00328039482853,0.00677082653407
1524646330.83,10754.0,34.0,1.4977902636,0.052706736783,0.0270284990869,0.0368547292596
1524646330.93,10763.0,549.0,2.0962719839,0.0474236229199,0.0153301020958,0.0289004386348
1524646331.03,10761.0,303.0,2.57833125304,0.0372290209364,0.028104117369,0.035958308357
1524646331.13,10752.0,73.0,1.96956203043,0.0530377211795,0.0122259953064,0.0196985345379
