,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1528856268.77,2.57285047544414,0.06759173847781856,0.013666719685261133,0.025366413785230146,19.95078525818625,16.216254224500723
1528856268.82,2.7531018605259545,0.06397582772436511,0.014905516828508323,0.026002361473904733,18.93106325670628,15.22254905266978
1528856268.87,2.9097840374384303,0.05918273910452568,0.017148382621722684,0.02764219838776458,18.486975319276954,15.728733080135399
1528856268.92,2.9802905653458165,0.05421737182591105,0.013475567578329201,0.020843890967774125,18.141669970030318,15.849734810519298
1528856268.97,3.0230455343895204,0.051834133200291455,0.01142519317133429,0.017099163471569076,18.30753490444622,15.893050045097942
1528856269.02,3.0025991311261375,0.05008160582276825,0.011770368430823132,0.018608159474250527,18.86189436472286,15.218605681073287
1528856269.07,2.572547524738548,0.05251077784928728,0.01531921099357046,0.02587922331947036,19.051315690205673,15.10139848675873
1528856269.12,2.3289319860799584,0.05761548145972422,0.014083606598675016,0.02277831124555493,20.103671998158802,15.153467060071742
1528856269.17,2.382594697730508,0.05837288430257123,0.014978915804673278,0.023940545453642065,20.38594637237476,14.249007476657683
1528856269.22,2.4452333660248584,0.062483658593911286,0.014231964513613684,0.02512049154580336,20.109296603524882,13.809005425009525
1528856269.27,2.6739627171351277,0.06547336650187123,0.015049341850848288,0.02639198937465925,19.435269816342508,13.601571338401408
1528856269.32,3.067696230887213,0.06375504709804149,0.009836719717671834,0.018997184635301048,19.138778034336486,13.720746834810258
1528856269.37,3.1986904247924084,0.06085218494979659,0.010170286610676524,0.020239703360379675,18.574539641460245,13.884693627681612
1528856269.42,2.9334363713552776,0.06346686135510872,0.010696937498185493,0.022007093080514257,17.438256947136143,14.943426493085934
1528856269.47,2.6999015781612945,0.05932795553520007,0.01378061966110645,0.02295454006837797,17.249008946792014,14.910749896111785
1528856269.52,2.4415543950096765,0.057129067225563844,0.01278584293660605,0.019818400191378177,17.359464024836065,15.8249746026842
1528856269.57,2.1991322880913455,0.060152837542536086,0.013050849321614686,0.018105116418976948,17.79699288269709,16.23889779501356
1528856269.62,2.161504953595669,0.05812993020314612,0.013349477441176894,0.02002197852908959,17.75792888780822,15.618587951076142
1528856269.67,2.3158314136679707,0.054296999738945924,0.01332556444880449,0.021466191579802854,18.20882963994612,14.906638693856916
1528856269.72,2.3639238102977256,0.056279491070283565,0.013941099143948447,0.02146604717717673,17.841289002065306,15.633187411055808
1528856269.77,2.2752529002904103,0.05556869393165745,0.016786629995706747,0.02773278412446996,17.490780965904126,15.54958537535919
1528856269.82,2.28085775309964,0.05143909727475385,0.021137631499722382,0.033095218962372705,18.094257119119526,15.151539636412567
1528856269.87,2.349370253838059,0.05486651311990631,0.02196176703571293,0.03200309545594066,19.385780105174018,14.785121302353698
1528856269.92,2.5215535416850607,0.05409125926500643,0.021699229989880567,0.027672887627047317,20.395264282760795,14.783459892207308
1528856269.97,2.5294923100751303,0.05394400320340757,0.01979799277873908,0.03057073760732639,20.794339475663687,14.79495033863495
1528856270.02,2.5726507932290152,0.053953269457164374,0.0171196045225636,0.02647285171568233,21.320505374971866,14.92159790225534
1528856270.07,2.6044354026276975,0.05481692165062347,0.014386769754688087,0.024386452236171665,19.85481241609361,14.699007571801111
1528856270.12,2.6828408379074893,0.05245814655930011,0.01581187319062874,0.02697174195253779,18.581930460140857,15.418667236913118
1528856270.17,2.680728781725269,0.052906161761314116,0.014932106239074166,0.028984903567884614,17.003798619908494,15.650754482511894
1528856270.22,2.5655181196691936,0.05562530630404671,0.01588356330009786,0.028819205982092554,16.79539779577968,15.843584476353238
1528856270.27,2.561004395643286,0.05677220963520032,0.018863661345424644,0.03185089750606361,15.956120503605423,15.787810774630652
1528856270.32,2.502735887028001,0.059398921390102014,0.02337737184451123,0.039514222196266865,16.15444736117992,16.73761280030171
1528856270.37,2.2362823328497483,0.06096633802574474,0.022167450176845464,0.03757949060042667,15.749934411721913,16.095714423625264
1528856270.42,2.4836399902943036,0.0674197792127669,0.023414636860706405,0.03886654728620896,15.6323282600554,16.32732793125171
1528856270.47,2.7955918075664017,0.06519226703589663,0.023183001006215554,0.037156911788934543,14.959135005880821,15.656457259772104
1528856270.52,2.8720362011737195,0.06592029553781491,0.01791485756105343,0.030821079453259653,15.54074240964339,14.72856355936312
1528856270.57,3.3373314132435494,0.0666297215753087,0.016824046704171303,0.028785212561595,15.886003702878968,13.994671798226067
1528856270.62,3.5234933862532616,0.06908372662059857,0.01779419357987687,0.03154748186104917,15.641258869221009,14.216465200614469
1528856270.67,3.2748232123521723,0.06464860976187234,0.01655597910659381,0.029008557387449615,16.568782348527105,14.226596136483769
1528856270.72,2.8739139905171367,0.06624647031855664,0.01536281155654589,0.028831099753005608,16.85665558111391,14.24938384056722
1528856270.77,2.8261265997217837,0.06461154642879,0.01690695870132534,0.029367918371151047,16.51239130787436,15.173692549110479
