,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1528856069.91,3.0406028651481423,0.079062104472815,0.012254442652371415,0.026439028712300694,23.42986449058469,15.206610940893915
1528856069.96,2.848886818756965,0.07619829475592578,0.01156699634062342,0.022434046134967824,21.85858063949408,14.089239712917081
1528856070.01,2.431769975501579,0.07433654415164305,0.011368894637371625,0.020518708697094403,22.263820305373244,13.257117941731794
1528856070.06,2.211438569588732,0.07160620045013609,0.012529125770161657,0.019193333579085578,21.884396531713254,13.169743607549606
1528856070.11,1.9910386442742376,0.06764171157189015,0.010792128512537915,0.018157464297957712,22.181877013423975,13.928935290478455
1528856070.16,1.9784197222133544,0.06721881750216073,0.01342052223603027,0.023582063729428553,21.671031960605053,13.538229665574821
1528856070.21,2.2264047524742336,0.0710310558580269,0.013301814761593707,0.025054194594395538,21.96424622715977,14.60549929257837
1528856070.26,2.3232537894530836,0.07156869481989606,0.01539030094515081,0.026377189619007903,21.932935508109985,14.62568531281898
1528856070.31,2.1707510497420004,0.07243190664485155,0.014733661553104514,0.030578906338992035,20.950998220837427,14.307900332772691
1528856070.36,2.0227568714086828,0.07446049258053086,0.014713352707276918,0.03259918200749959,20.14924986155332,13.293374020164991
1528856070.41,2.0640780320936765,0.07673120848891016,0.011443624306016845,0.02532406159014455,20.822149460638595,12.839920305830494
1528856070.46,1.5912867151605503,0.0736290166041559,0.013194425624391291,0.02609874023813104,21.334730004811668,12.866753695357627
1528856070.51,1.5098806133265412,0.07300099683402235,0.013611758778734925,0.028653245207126043,21.030802852221317,12.699449383828261
1528856070.56,1.7391003808720713,0.07358161140624722,0.013397118330444019,0.02407205584856514,22.887243543504436,12.631905592043115
1528856070.61,2.0701864485785655,0.07456784950656198,0.015788771105239616,0.02583674913466227,24.46928101404843,12.642120086687473
1528856070.66,2.0900042687375167,0.07530126496402774,0.017852817115149657,0.03240247941954409,25.16516214438135,13.090533620608255
1528856070.71,2.1897885703790063,0.07517035734416488,0.01835366548706151,0.033613279036407116,25.61834805540286,13.668886027963909
1528856070.76,2.4891939872127775,0.07547438033435072,0.01638953307819793,0.03244445168877753,25.455676812641137,14.328544315565775
